timeMillis,timeNanos,x,y,z
1576422120263,2080962980623,282.91,-28.23,5.1099997
1576422120283,2080982980623,282.8,-28.57,4.85
1576422120303,2081002980623,282.56,-28.88,4.6
1576422120323,2081022980623,282.33,-29.13,4.39
1576422120343,2081042980623,282.15,-29.3,4.2799997
1576422120363,2081062980623,282.06,-29.359999,4.29
1576422120383,2081082980623,282.00998,-29.33,4.3399997
1576422120403,2081102980623,281.83,-29.17,4.24
1576422120424,2081122980623,281.47,-28.869999,3.9199998
1576422120443,2081142980623,281.05,-28.5,3.52
1576422120463,2081162980623,280.78,-28.189999,3.3
1576422120483,2081182980623,280.87,-28.07,3.37
1576422120504,2081202980623,281.16998,-28.13,3.4199998
1576422120523,2081222980623,281.47,-28.26,3.25
1576422120544,2081242980623,281.69998,-28.359999,2.9099998
1576422120563,2081262980623,281.8,-28.43,2.6599998
1576422120584,2081282980623,281.71,-28.519999,2.77
1576422120603,2081302980623,281.19998,-28.58,3.03
1576422120649,2081322980623,280.38,-28.519999,3.34
1576422120649,2081342982186,279.6,-28.439999,3.77
1576422120664,2081362980623,278.97,-28.359999,4.13
1576422120683,2081382980623,278.47998,-28.199999,4.17
1576422120703,2081402982186,278.07,-27.91,3.85
1576422120726,2081422982186,277.77,-27.68,3.4099998
1576422120745,2081442980623,277.50998,-27.51,3.12
1576422120763,2081462980623,277.22998,-27.33,3.11
1576422120787,2081482980623,276.91,-27.199999,3.34
1576422120803,2081502982186,276.56,-27.16,3.61
1576422120824,2081522980623,276.27,-27.22,3.83
1576422120843,2081542982186,276.02,-27.349998,3.9399998
1576422120863,2081562982186,275.75,-27.51,3.9599998
1576422120883,2081582982186,275.43,-27.63,3.9499998
1576422120904,2081602980623,275.11,-27.699999,3.99
1576422120922,2081622980623,274.86,-27.74,4.14
1576422120943,2081642980623,274.75,-27.8,4.2999997
1576422120964,2081662982186,274.77,-27.92,4.5299997
1576422120983,2081682982186,274.78,-28.07,4.7999997
1576422121003,2081702982186,274.75998,-28.269999,5.13
1576422121024,2081722980623,274.8,-28.49,5.47
1576422121043,2081742980623,274.87,-28.65,5.73
1576422121065,2081762980623,274.88,-28.64,5.81
1576422121083,2081782980623,274.75998,-28.34,5.72
1576422121103,2081802980623,274.55,-27.789999,5.46
1576422121123,2081822980623,274.6,-27.33,5.27
1576422121143,2081842980623,275.08,-27.34,5.3599997
1576422121163,2081862980623,275.57,-27.65,5.13
1576422121183,2081882980623,275.61,-28.0,4.25
1576422121203,2081902980623,275.47,-28.57,3.3799999
1576422121223,2081922980623,275.5,-29.5,2.9299998
1576422121243,2081942980623,275.61,-30.67,2.74
1576422121263,2081962980623,275.74,-31.689999,2.54
1576422121283,2081982980623,275.72998,-32.16,2.23
1576422121303,2082002980623,275.62,-31.98,1.81
1576422121323,2082022980623,275.55,-31.4,1.37
1576422121343,2082042980623,275.61,-30.76,0.98999995
1576422121363,2082062980623,275.82,-30.349998,0.7
1576422121383,2082082980623,276.25998,-30.279999,0.61
1576422121403,2082102980623,276.99,-30.4,0.78999996
1576422121423,2082122980623,277.94998,-30.49,1.13
1576422121443,2082142980623,278.99,-30.48,1.53
1576422121464,2082162980623,279.96,-30.369999,1.9399999
1576422121483,2082182980623,280.82,-30.23,2.33
1576422121504,2082202980623,281.5,-30.16,2.6799998
1576422121523,2082222980623,281.9,-30.22,2.8799999
1576422121543,2082242980623,282.04,-30.4,2.95
1576422121564,2082262980623,281.97998,-30.57,2.97
1576422121584,2082282980623,281.83,-30.56,3.05
1576422121603,2082302980623,281.65,-30.31,3.1699998
1576422121643,2082322982186,281.44,-29.92,3.25
1576422121643,2082342982186,281.33,-29.519999,3.34
1576422121664,2082362980623,281.4,-29.23,3.58
1576422121683,2082382980623,281.61,-29.019999,3.9299998
1576422121703,2082402982186,281.85,-28.74,4.2
