floor,timeMillis
-1,1576422113397
-5,1576422134635
7,1576422139569
7,1576422259879
-3,1576422265505
-5,1576422354221
7,1576422359538
2,1576422413647
-3,1576422417805
-5,1576422495081
-4,1576422501124
-4,1576422511735
-4,1576422591752
2,1576422708262
-3,1576422712979
-5,1576422749374
7,1576422763637
-4,1576422870595
-3,1576422876047
