calcAzimuth,gesture,stepLength,timeMillis
303.97778,0,0.65,1576389714500
295.28564,0,0.65,1576389715100
279.3637,0,0.65,1576389715700
289.48175,0,0.65,1576389716280
233.67697,0,0.65,1576389716960
309.56992,0,0.65,1576389717590
285.38712,0,0.65,1576389718210
285.8954,0,0.65,1576389718800
285.706,0,0.65,1576389719420
281.66547,0,0.65,1576389720010
283.44528,0,0.65,1576389720660
282.55536,0,0.65,1576389721220
264.10168,0,0.65,1576389721860
275.28967,0,0.65,1576389722460
274.4966,0,0.65,1576389723070
280.04224,0,0.65,1576389723620
275.5829,0,0.65,1576389724250
277.81256,0,0.65,1576389724810
276.69772,0,0.65,1576389725420
261.44003,0,0.65,1576389725950
266.3175,0,0.65,1576389726650
291.15726,0,0.65,1576389727170
285.58658,0,0.65,1576389727800
288.37192,0,0.65,1576389728370
249.08116,0,0.65,1576389728960
268.72653,0,0.65,1576389729550
289.5631,0,0.65,1576389730180
283.49048,0,0.65,1576389730780
279.86588,0,0.65,1576389731460
268.24548,0,0.65,1576389732130
262.53052,0,0.65,1576389732840
275.86395,0,0.65,1576389733390
214.4987,0,0.65,1576389734060
234.9393,0,0.65,1576389734700
238.76086,0,0.65,1576389735330
226.40611,0,0.325,1576389736070
30.69344,0,0.65,1576389738830
217.4032,0,0.65,1576389739510
279.63852,0,0.65,1576389740060
305.5672,0,0.65,1576389740930
288.07895,0,0.65,1576389743790
257.31073,0,0.65,1576389744450
243.51799,0,0.325,1576389745110
249.8901,0,0.65,1576389745700
199.9146,0,0.65,1576389746340
206.87836,0,0.65,1576389746970
201.02063,0,0.65,1576389747700
192.94176,0,0.65,1576389748290
204.02875,0,0.65,1576389748990
198.75713,0,0.65,1576389749620
199.52121,0,0.65,1576389750280
215.20811,0,0.65,1576389750920
208.38698,0,0.65,1576389752110
192.80998,0,0.65,1576389754650
203.20845,0,0.65,1576389755310
205.7059,8,0.65,1576389755940
191.98758,8,0.65,1576389756590
191.39041,8,0.65,1576389757240
195.50539,8,0.65,1576389757900
195.71027,8,0.65,1576389759230
188.08513,8,0.65,1576389759810
192.76053,8,0.65,1576389760430
190.42284,8,0.65,1576389761090
197.23053,8,0.65,1576389761740
189.40353,8,0.65,1576389762340
185.6467,8,0.65,1576389763010
185.6393,0,0.65,1576389763610
186.9348,0,0.65,1576389764260
207.00612,0,0.65,1576389764820
196.97046,0,0.65,1576389765510
187.2892,0,0.65,1576389766050
204.35802,0,0.65,1576389766790
205.99863,0,0.65,1576389767360
187.2886,0,0.65,1576389768040
186.62749,0,0.65,1576389768560
202.72894,0,0.65,1576389769260
211.86952,0,0.65,1576389769840
209.72359,0,0.65,1576389770490
203.17271,0,0.65,1576389771030
205.06496,0,0.65,1576389771700
215.04504,0,0.65,1576389772300
206.67648,0,0.65,1576389773000
200.68582,0,0.65,1576389773560
193.53032,0,0.65,1576389774260
200.33852,0,0.65,1576389774820
202.48357,0,0.65,1576389775480
197.04372,0,0.65,1576389776080
198.1346,0,0.65,1576389776720
206.73195,0,0.65,1576389777300
214.7681,0,0.65,1576389778000
205.45903,0,0.65,1576389778610
197.58401,0,0.65,1576389779240
212.17883,0,0.65,1576389779830
208.12926,0,0.65,1576389780490
200.2036,0,0.65,1576389781110
201.40121,0,0.65,1576389781820
199.5861,0,0.65,1576389782400
203.72588,0,0.65,1576389783090
205.27493,0,0.65,1576389783700
201.86511,0,0.65,1576389784370
198.76604,0,0.65,1576389784980
204.94617,0,0.65,1576389785680
204.94821,0,0.65,1576389786270
210.17953,0,0.65,1576389786970
209.50046,0,0.65,1576389787580
209.23817,0,0.65,1576389788280
198.19846,0,0.65,1576389788900
205.2032,0,0.65,1576389789600
205.34427,0,0.65,1576389790210
196.36394,0,0.65,1576389790880
205.36494,0,0.65,1576389791480
204.98848,0,0.65,1576389792160
201.87393,0,0.65,1576389792780
195.19017,0,0.65,1576389793460
191.54701,0,0.65,1576389794080
200.2571,0,0.65,1576389794750
215.65605,0,0.65,1576389795350
207.95657,0,0.65,1576389796090
224.26382,0,0.65,1576389796650
205.43341,0,0.65,1576389797360
201.69466,0,0.65,1576389797900
211.18834,0,0.65,1576389798600
213.9526,0,0.65,1576389799170
210.4399,0,0.65,1576389799890
206.48807,0,0.65,1576389800480
200.9239,0,0.65,1576389801180
188.6327,0,0.65,1576389801820
187.78787,0,0.65,1576389802500
200.9914,0,0.65,1576389803080
204.12125,0,0.65,1576389803730
199.49455,0,0.65,1576389804290
201.9968,0,0.65,1576389805000
205.05652,0,0.65,1576389805570
205.24991,0,0.65,1576389806230
204.14209,0,0.65,1576389806800
202.5826,0,0.65,1576389807460
196.0935,0,0.65,1576389808020
196.98868,0,0.65,1576389808750
204.5772,0,0.65,1576389809380
197.93298,0,0.65,1576389810040
198.50983,0,0.65,1576389810620
199.71399,0,0.65,1576389811320
197.79375,0,0.65,1576389811940
197.29253,0,0.65,1576389812630
198.40828,0,0.65,1576389813220
199.4051,0,0.65,1576389813950
197.36192,0,0.65,1576389814510
201.03854,0,0.65,1576389815190
201.58517,0,0.65,1576389815750
200.88837,0,0.65,1576389816420
196.16801,0,0.65,1576389817040
196.82613,0,0.65,1576389817720
201.77303,0,0.65,1576389818310
197.60266,0,0.65,1576389818990
196.21576,0,0.65,1576389819590
199.78029,0,0.65,1576389820270
192.33618,0,0.65,1576389820890
186.89653,0,0.65,1576389821580
195.51564,0,0.65,1576389822150
198.35747,0,0.65,1576389822840
