altitude,givenTimeMillis,horizontalAccuracy,latitude,longitude,timeMillis,verticalAccuracy
0.0,1576425581552,194.2,36.365571,127.36186,1576425581671,0.0
91.55961240077275,1576425620183,4.0,36.36565390969061,127.36222698224407,1576425620189,4.0
0.0,1576425631185,150.0,36.366025,127.361546,1576425631195,0.0
0.0,1576425661348,25.0,36.365909,127.36155,1576425661829,0.0
0.0,1576425700920,29.0,36.366032,127.361462,1576425701599,0.0
68.92187399906393,1576425747180,4.0,36.36636516809298,127.3619394712902,1576425747192,4.0
72.09239611877081,1576425804711,20.0,36.366449522542,127.36186734349083,1576425804721,20.0
66.39710550431312,1576426228683,4.0,36.36607217256491,127.3612861709892,1576426228697,4.0
73.55748182481535,1576426415655,11.0,36.36546204093471,127.36225304432034,1576426415663,11.0
76.45559462923234,1576426512692,4.0,36.365601490938985,127.36253183529705,1576426512704,4.0
76.46726185328514,1576426630768,4.0,36.36576463742879,127.36197424761968,1576426630776,4.0
71.60822604593376,1576426838745,20.0,36.36646464853043,127.36176725336227,1576426838755,20.0
73.17310952091732,1576427109687,4.0,36.36552466448399,127.36096457606071,1576427109694,4.0
55.42892676831428,1576427176760,20.0,36.36580795422491,127.36134477108229,1576427176792,20.0
83.25956614010902,1576427326633,14.0,36.36538798166223,127.36210950171139,1576427326651,14.0
68.46347288226943,1576427390792,4.0,36.36561957076683,127.36251020172999,1576427390814,4.0
