bssid,frequency,rss,ssid,timeMillis,timestamp
00089f85e7a8,5805,-79,abc_5G,1575247525741,130429780
00246c5b8469,5805,-88,eduroam,1575247525741,130429778
00246c5b8468,5805,-91,Welcome_KAIST,1575247525741,130429769
00246c5b884a,5785,-96,Welcome_1st_KAIST,1575247525741,130429766
00246c5b8848,5785,-93,Welcome_KAIST,1575247525741,130429762
88366c88adfa,5745,-78,ooem_5G,1575247525741,130429755
20a6cd24b9d2,5640,-93,Welcome_1st_KAIST,1575247525741,130429752
20a6cd24b9d1,5640,-93,eduroam,1575247525741,130429747
20a6cd24b9d0,5640,-93,Welcome_KAIST,1575247525741,130429745
f05c198c2332,5320,-88,Welcome_1st_KAIST,1575247525741,130429741
f05c198c2331,5320,-86,eduroam,1575247525741,130429737
f05c198c2330,5320,-86,Welcome_KAIST,1575247525741,130429734
0a300dd18409,5260,-86,KT WiFi ,1575247525741,130429730
0a300dd18408,5260,-84,KT WiFi,1575247525741,130429728
0a300dd18406,5260,-84,KT_Free_WiFi,1575247525741,130429725
0a300dd18401,5260,-87,ollehWiFi ,1575247525741,130429723
00300dd18400,5260,-85,ollehWiFi,1575247525741,130429717
24dec6ec5ef2,5220,-71,Welcome_1st_KAIST,1575247525741,130429714
24dec6ec5ef1,5220,-70,eduroam,1575247525741,130429711
24dec6ec5ef0,5220,-71,Welcome_KAIST,1575247525741,130429706
88366cc559c0,5180,-85,ISML_5G,1575247525741,130429704
705dcc07ccf8,5180,-92,bazil,1575247525741,130429699
d8c7c8df2e52,5180,-82,Welcome_1st_KAIST,1575247525741,130429696
d8c7c8df2e51,5180,-81,Welcome_KAIST,1575247525741,130429693
d8c7c8df2e50,5180,-83,eduroam,1575247525741,130429690
20a6cd24b980,2472,-85,Welcome_KAIST,1575247525741,130429680
d8c7c8defaa2,2472,-75,Welcome_1st_KAIST,1575247525741,130429677
d8c7c8defaa1,2472,-76,eduroam,1575247525741,130429672
d8c7c8defaa0,2472,-74,Welcome_KAIST,1575247525741,130429670
d8c7c8df2e41,2472,-77,Welcome_KAIST,1575247525741,130429667
d8c7c8df2e40,2472,-76,eduroam,1575247525741,130429663
88366c23fe6e,2467,-81,LiLab,1575247525741,130429645
aa2bb9bedd76,2462,-79,AndroidHotspot7738,1575247525741,130429643
aef6f736f671,2462,-70,V50 ThinQ_8017,1575247525741,130429640
88366cc5171d,2462,-79,jwson902,1575247525741,130429634
725dcc4a532c,2457,-73,iptime_9292,1575247525741,130429632
909f33fb5ed8,2452,-86,TTT,1575247525741,130429630
64e5993d5fdc,2447,-91,CENS-KAIST,1575247525741,130429628
88366c57b83a,2447,-94,bsel5114,1575247525741,130429625
00089f85e7ac,2442,-70,abc,1575247525741,130429623
bee33fde4503,2437,-66,Hongseok's iPhone,1575247525741,130429618
20a6cd24b9c2,2412,-82,Welcome_1st_KAIST,1575247525741,130429614
286d974e4a40,2412,-78,[air purifier] Samsung,1575247525741,130429610
88366c88adf8,2412,-78,ooem,1575247525741,130429593
d8c7c8defab2,5805,-88,Welcome_1st_KAIST,1575247527967,132641359
d8c7c8defab1,5805,-86,eduroam,1575247527967,132641354
d8c7c8defab0,5805,-88,Welcome_KAIST,1575247527967,132641349
00089f85e7a8,5805,-75,abc_5G,1575247527967,132641345
