calcAzimuth,gesture,stepLength,timeMillis
12.050363,0,0.65,1576393180100
74.24062,0,0.65,1576393180690
0.6783809,0,0.65,1576393181240
30.526161,0,0.65,1576393181820
32.98922,0,0.65,1576393182420
32.992577,0,0.65,1576393182980
40.588005,0,0.65,1576393183500
22.181545,0,0.65,1576393184110
24.335081,0,0.65,1576393184640
15.475432,0,0.65,1576393185220
21.645008,0,0.65,1576393185780
37.39457,0,0.65,1576393186420
30.651943,0,0.65,1576393186960
46.683723,0,0.65,1576393187530
43.54402,0,0.65,1576393188100
23.240503,0,0.65,1576393188680
16.0984,0,0.65,1576393189290
15.57598,0,0.65,1576393189920
1.0563594,0,0.65,1576393190520
12.273914,0,0.65,1576393191210
71.45617,0,0.13,1576393192130
182.45595,0,0.13,1576393194120
216.20198,0,0.13,1576393194610
198.80197,0,0.65,1576393195230
197.89433,0,0.65,1576393195780
111.001686,0,0.65,1576393196330
254.71936,0,0.65,1576393196850
266.78336,0,0.65,1576393197410
194.8501,0,0.65,1576393197980
215.71254,0,0.65,1576393198480
235.54807,0,0.65,1576393199120
236.08336,0,0.65,1576393199750
214.14001,0,0.65,1576393200440
273.86475,0,0.65,1576393201060
268.96613,8,0.65,1576393201690
286.71146,8,0.65,1576393202360
273.00854,8,0.65,1576393203000
54.391006,8,0.65,1576393203770
11.073734,0,0.65,1576393205490
45.489536,0,0.65,1576393206680
215.01317,0,0.65,1576393207320
277.96262,0,0.65,1576393207930
271.26498,0,0.65,1576393208590
191.62419,0,0.65,1576393209190
26.889376,0,0.65,1576393209850
297.12692,0,0.65,1576393211060
267.9748,0,0.65,1576393211710
282.55087,0,0.65,1576393212270
297.72916,0,0.65,1576393212880
196.02309,8,0.65,1576393213410
16.059061,8,0.65,1576393214000
307.29388,8,0.65,1576393214610
295.85095,8,0.65,1576393215180
295.7716,8,0.65,1576393215780
283.77362,8,0.65,1576393216310
289.7726,8,0.65,1576393216990
286.7731,0,0.65,1576393217540
292.11432,0,0.65,1576393218170
280.84778,0,0.65,1576393218710
286.48105,0,0.65,1576393219320
275.6994,0,0.65,1576393219960
294.3689,0,0.65,1576393220510
296.2943,0,0.65,1576393221130
295.3316,0,0.65,1576393221720
280.5989,0,0.65,1576393222330
286.47247,0,0.65,1576393222910
274.8512,0,0.65,1576393223540
41.930332,0,0.65,1576393224120
259.79083,0,0.65,1576393224780
263.55594,0,0.65,1576393225340
262.6297,0,0.65,1576393225970
272.7717,0,0.65,1576393226550
259.73987,0,0.65,1576393227210
266.2558,0,0.65,1576393227770
260.83307,0,0.65,1576393228440
263.54443,0,0.65,1576393229000
283.6518,0,0.65,1576393229650
304.5437,0,0.65,1576393230180
297.7472,0,0.65,1576393230840
38.623707,0,0.65,1576393231390
284.05826,0,0.65,1576393232000
32.75771,0,0.65,1576393232570
277.18738,0,0.65,1576393233180
278.9051,0,0.65,1576393233740
280.36816,0,0.65,1576393234370
279.63663,0,0.65,1576393234930
284.7516,0,0.65,1576393235570
282.19412,0,0.65,1576393236120
245.22964,0,0.65,1576393236720
263.71188,0,0.65,1576393237310
271.03088,0,0.65,1576393237890
267.3714,0,0.65,1576393238430
255.38321,0,0.65,1576393239050
261.3773,0,0.65,1576393239610
277.05685,0,0.65,1576393240220
290.77002,0,0.65,1576393240840
278.44397,0,0.65,1576393241480
271.8408,0,0.65,1576393242050
265.22308,0,0.65,1576393242680
310.20264,0,0.65,1576393243260
287.71286,0,0.65,1576393243860
298.95773,0,0.65,1576393244430
268.72733,0,0.65,1576393245060
286.27005,0,0.65,1576393245620
280.1676,0,0.65,1576393246240
278.61172,0,0.65,1576393246860
240.62169,0,0.65,1576393247510
270.52853,0,0.65,1576393248070
237.34268,0,0.65,1576393248710
253.9356,0,0.65,1576393249290
283.81583,0,0.65,1576393249910
268.8757,0,0.65,1576393250460
251.11313,0,0.65,1576393251050
259.99442,0,0.65,1576393251600
258.83157,0,0.65,1576393252190
286.2698,0,0.65,1576393252790
251.06595,0,0.65,1576393253410
268.66788,0,0.65,1576393254010
253.13135,0,0.65,1576393254620
260.89963,0,0.65,1576393255180
227.1257,0,0.65,1576393255770
244.01266,0,0.65,1576393256310
281.67514,0,0.65,1576393256880
294.94855,0,0.65,1576393257430
236.88527,0,0.65,1576393258020
265.9169,0,0.65,1576393258600
242.23367,0,0.65,1576393259180
254.07529,0,0.65,1576393259740
278.07034,0,0.65,1576393260370
266.0728,0,0.65,1576393260950
263.00287,0,0.65,1576393261560
264.53784,0,0.65,1576393262120
283.71704,0,0.65,1576393262740
274.12744,0,0.65,1576393263320
294.79083,0,0.65,1576393263900
284.45914,0,0.65,1576393264480
341.39035,0,0.65,1576393265110
38.782284,0,0.65,1576393265700
306.5034,0,0.65,1576393266310
315.22513,0,0.65,1576393266900
306.03525,0,0.65,1576393267530
333.08603,0,0.65,1576393268120
297.06882,0,0.65,1576393268720
315.07742,0,0.65,1576393269280
300.42792,0,0.65,1576393269900
307.75266,0,0.65,1576393270460
295.08572,0,0.65,1576393271060
301.4192,0,0.65,1576393271620
304.45306,0,0.65,1576393272240
302.93613,0,0.65,1576393272840
297.06815,0,0.65,1576393273500
300.00214,0,0.65,1576393274080
298.39658,0,0.65,1576393274690
299.19934,0,0.65,1576393275280
333.5068,0,0.65,1576393275870
11.220995,0,0.65,1576393276480
305.44153,0,0.65,1576393277070
332.97397,0,0.65,1576393277670
289.08987,0,0.65,1576393278260
311.03192,0,0.65,1576393278850
299.9819,0,0.65,1576393279460
305.50693,0,0.65,1576393280030
302.74442,0,0.65,1576393280620
304.12567,0,0.65,1576393281200
303.43503,0,0.65,1576393281770
8.068068,0,0.65,1576393282370
16.917776,0,0.65,1576393282950
23.423769,0,0.65,1576393283570
14.695818,0,0.65,1576393284220
13.803538,0,0.65,1576393284830
18.638994,0,0.65,1576393285470
16.221266,0,0.65,1576393285980
114.879135,0,0.65,1576393287920
78.89269,0,0.65,1576393289220
80.53905,0,0.65,1576393289880
93.20795,0,0.65,1576393290390
86.8735,0,0.65,1576393290990
92.507614,0,0.65,1576393291580
89.18375,0,0.65,1576393292250
2.9506545,0,0.65,1576393292860
65.280136,0,0.65,1576393293410
44.084827,0,0.65,1576393293970
49.873047,0,0.65,1576393294520
61.041664,0,0.65,1576393295130
55.457355,0,0.65,1576393295840
58.249508,0,0.65,1576393296260
56.85343,0,0.65,1576393296670
57.55147,0,0.65,1576393297130
57.20245,0,0.65,1576393297600
17.616564,0,0.65,1576393298130
37.409508,0,0.65,1576393298690
8.645786,0,0.65,1576393299240
36.87722,0,0.65,1576393299790
37.390553,0,0.65,1576393300330
37.13389,0,0.65,1576393300850
72.78382,0,0.65,1576393301410
64.88643,0,0.65,1576393301930
18.580574,0,0.65,1576393302490
37.04603,0,0.65,1576393303030
35.377712,0,0.65,1576393303610
39.07463,0,0.65,1576393304160
47.067528,0,0.65,1576393304900
43.07108,0,0.65,1576393305360
36.67427,0,0.65,1576393305880
57.441307,0,0.65,1576393306410
59.065033,0,0.65,1576393306940
64.46105,0,0.65,1576393307460
27.781513,0,0.65,1576393308030
46.12128,0,0.65,1576393308560
14.391147,0,0.65,1576393309120
30.256214,0,0.65,1576393309660
33.99295,0,0.65,1576393310230
32.12458,0,0.65,1576393310780
29.254286,0,0.65,1576393311350
45.83116,0,0.65,1576393311870
37.930542,0,0.65,1576393312460
77.82361,0,0.65,1576393313020
53.70393,0,0.65,1576393313580
48.87784,0,0.65,1576393314130
49.54256,0,0.65,1576393314690
99.80367,0,0.65,1576393315240
74.67312,0,0.65,1576393315790
82.42665,0,0.65,1576393316380
78.54988,0,0.65,1576393316960
91.47927,0,0.65,1576393317480
85.01458,0,0.65,1576393318040
35.512707,0,0.65,1576393318610
41.11735,0,0.65,1576393319170
96.83232,0,0.65,1576393319740
84.15744,0,0.65,1576393320290
91.23212,0,0.65,1576393320830
87.69478,0,0.65,1576393321400
53.358143,0,0.65,1576393321950
55.78938,0,0.65,1576393322520
95.59008,0,0.65,1576393323080
75.68973,0,0.65,1576393323660
54.67474,0,0.65,1576393324220
59.77564,0,0.65,1576393324810
62.794647,0,0.65,1576393325370
4.2516394,0,0.65,1576393325920
33.523144,0,0.65,1576393326490
48.22335,0,0.65,1576393327040
85.086975,0,0.65,1576393327610
63.991653,0,0.65,1576393328190
59.093273,0,0.65,1576393328770
63.651657,0,0.65,1576393329330
70.676476,0,0.65,1576393329910
28.01798,0,0.65,1576393330500
49.34723,0,0.65,1576393331080
64.42479,0,0.65,1576393331690
65.520096,0,0.65,1576393332250
64.07526,0,0.65,1576393332840
64.6489,0,0.65,1576393333410
65.258736,0,0.65,1576393333990
56.64714,0,0.65,1576393334560
57.68725,0,0.65,1576393335120
57.9566,0,0.65,1576393335690
55.548347,0,0.65,1576393336310
49.465775,0,0.65,1576393336910
55.52259,0,0.65,1576393337490
71.81089,0,0.65,1576393338030
67.654335,0,0.65,1576393338620
56.513283,0,0.65,1576393339200
51.609833,0,0.65,1576393339800
49.001846,0,0.65,1576393340360
42.045498,0,0.65,1576393340930
43.721123,0,0.65,1576393341470
47.668533,0,0.65,1576393342090
49.680798,0,0.65,1576393342660
53.420353,0,0.65,1576393343250
50.565277,0,0.65,1576393343800
69.561874,0,0.65,1576393344500
80.414246,0,0.65,1576393345060
65.028946,0,0.65,1576393345660
56.696938,0,0.65,1576393346230
48.183643,0,0.65,1576393346820
85.84812,0,0.65,1576393347380
58.125744,0,0.65,1576393347960
55.473713,0,0.65,1576393348520
51.549812,0,0.65,1576393349090
47.505432,0,0.65,1576393349650
48.99382,0,0.65,1576393350250
50.08362,0,0.65,1576393350840
59.59378,0,0.65,1576393351450
52.1442,0,0.65,1576393352040
34.370274,0,0.65,1576393352630
30.708103,0,0.65,1576393353210
29.756441,0,0.65,1576393353820
27.170454,0,0.65,1576393354430
36.39504,0,0.65,1576393355060
25.734415,0,0.65,1576393355630
13.645658,0,0.65,1576393356260
20.715097,0,0.65,1576393356860
35.394936,0,0.65,1576393357490
29.13222,0,0.65,1576393358070
27.276451,0,0.65,1576393358690
25.680487,0,0.65,1576393359270
25.941168,0,0.65,1576393359860
20.639503,0,0.65,1576393360430
23.825752,0,0.65,1576393361040
24.254967,0,0.65,1576393361640
15.880116,0,0.65,1576393362230
15.423547,0,0.65,1576393362790
43.920364,0,0.65,1576393363380
25.661558,0,0.65,1576393363990
21.405243,0,0.65,1576393364550
277.69855,0,0.65,1576393365180
281.5401,0,0.65,1576393365830
26.396864,0,0.65,1576393366420
276.83096,0,0.65,1576393366960
278.00824,0,0.65,1576393367670
248.41608,0,0.65,1576393368280
289.25803,0,0.65,1576393368980
9.663295,8,0.65,1576393370200
291.16843,8,0.65,1576393370680
291.3341,8,0.65,1576393371360
277.67172,8,0.65,1576393372040
265.91376,8,0.65,1576393372630
248.4805,8,0.65,1576393373210
257.19714,0,0.65,1576393373800
252.83882,0,0.65,1576393375600
255.01797,0,0.65,1576393376210
259.95355,0,0.65,1576393376820
240.82997,0,0.65,1576393377420
229.23401,0,0.65,1576393378040
226.48315,0,0.65,1576393378510
236.09102,0,0.65,1576393379220
193.8605,0,0.65,1576393379850
214.97575,0,0.65,1576393380340
241.57243,0,0.65,1576393381010
267.3002,0,0.65,1576393381590
272.86948,0,0.65,1576393382220
268.49756,0,0.65,1576393382770
259.7015,0,0.65,1576393383390
255.0166,0,0.65,1576393383930
255.33826,0,0.65,1576393384540
248.39917,0,0.65,1576393385110
234.10709,0,0.65,1576393385720
234.36432,0,0.65,1576393386290
232.7793,0,0.65,1576393386900
273.23608,0,0.65,1576393387470
244.06659,0,0.65,1576393388070
240.86952,0,0.65,1576393388640
183.88704,0,0.65,1576393389260
207.9785,0,0.65,1576393389820
216.16544,0,0.65,1576393390430
267.24237,0,0.65,1576393391000
248.00748,0,0.65,1576393391600
245.36803,0,0.65,1576393392190
239.88345,0,0.65,1576393392790
229.83115,0,0.65,1576393393390
228.27364,0,0.65,1576393394000
243.90298,0,0.65,1576393394590
249.52878,0,0.65,1576393395170
227.49066,0,0.65,1576393395730
210.25696,0,0.65,1576393396330
220.1109,0,0.65,1576393396920
233.90361,0,0.65,1576393397500
217.0372,0,0.65,1576393398050
198.03024,0,0.65,1576393398630
192.01453,0,0.65,1576393399220
199.97926,0,0.65,1576393399840
207.40642,0,0.65,1576393400410
205.58063,0,0.65,1576393401030
208.69415,0,0.65,1576393401540
205.02612,0,0.65,1576393402170
206.8186,0,0.65,1576393402730
211.56085,0,0.65,1576393403320
203.65471,0,0.65,1576393403890
204.33684,0,0.65,1576393404490
212.00357,0,0.65,1576393405050
209.9986,0,0.65,1576393405660
212.60324,0,0.65,1576393406230
214.18372,0,0.65,1576393406800
211.49094,0,0.65,1576393407400
216.31664,0,0.65,1576393408000
213.49481,0,0.65,1576393408530
205.08313,0,0.65,1576393409150
211.64543,0,0.65,1576393409710
215.88846,0,0.65,1576393410300
218.59766,0,0.65,1576393410890
218.3887,0,0.65,1576393411480
215.69487,0,0.65,1576393412070
216.30939,0,0.65,1576393412670
217.71632,0,0.65,1576393413250
218.14902,0,0.65,1576393413770
226.75374,0,0.65,1576393414350
261.60153,0,0.65,1576393414960
244.17763,0,0.65,1576393415570
252.88959,0,0.65,1576393416100
248.53362,0,0.65,1576393416610
219.14975,0,0.65,1576393417250
211.37805,0,0.65,1576393417840
199.43338,0,0.65,1576393418390
188.4721,0,0.65,1576393418900
198.47841,0,0.65,1576393419660
16.843147,0,0.65,1576393420600
92.44202,0,0.65,1576393421240
105.3817,0,0.65,1576393422380
33.813465,0,0.65,1576393422870
32.739876,0,0.65,1576393423490
34.418552,0,0.65,1576393424050
33.8396,0,0.65,1576393424650
34.129078,0,0.65,1576393425210
4.4750423,0,0.65,1576393425800
337.71906,0,0.65,1576393426340
306.7071,0,0.65,1576393426920
322.21307,0,0.65,1576393427480
278.48978,0,0.65,1576393428050
183.96255,0,0.65,1576393428660
266.39166,0,0.65,1576393429240
206.05215,0,0.65,1576393429810
228.39658,0,0.65,1576393430370
233.59311,0,0.65,1576393430960
233.86368,0,0.65,1576393431540
231.0745,0,0.65,1576393432180
221.02263,0,0.65,1576393432760
213.28667,0,0.65,1576393433340
223.4273,0,0.65,1576393433970
226.29584,0,0.65,1576393434580
229.62038,0,0.65,1576393435160
196.94463,0,0.65,1576393435760
223.847,0,0.65,1576393436380
187.3562,0,0.65,1576393437010
212.1427,0,0.65,1576393437630
210.18771,0,0.65,1576393438280
246.78027,0,0.65,1576393438880
219.97298,0,0.65,1576393439520
213.03523,0,0.65,1576393440170
210.59698,0,0.65,1576393440750
216.68668,0,0.65,1576393441460
217.67493,0,0.65,1576393442080
213.13423,0,0.65,1576393442730
216.0751,0,0.65,1576393443360
212.88469,0,0.65,1576393444070
216.72455,0,0.65,1576393444700
211.34009,0,0.65,1576393445330
204.02235,0,0.65,1576393446050
202.44154,0,0.65,1576393446640
205.26329,0,0.65,1576393447250
193.99297,0,0.65,1576393447910
196.74805,0,0.65,1576393448520
193.921,0,0.65,1576393449150
159.19003,0,0.65,1576393449800
158.13948,0,0.65,1576393450400
202.45534,0,0.65,1576393451020
204.67386,0,0.65,1576393451650
198.89291,0,0.65,1576393452290
197.51796,0,0.65,1576393452890
202.572,0,0.65,1576393453510
201.7912,0,0.65,1576393454120
205.21983,0,0.65,1576393454740
205.44826,0,0.65,1576393455340
199.67314,0,0.65,1576393455970
197.22827,0,0.65,1576393456620
182.68614,0,0.65,1576393457270
191.5891,0,0.65,1576393457910
203.07103,0,0.65,1576393458560
198.97362,0,0.65,1576393459200
199.42702,0,0.65,1576393459830
208.4707,0,0.65,1576393460440
211.43674,0,0.65,1576393461120
205.64685,0,0.65,1576393461840
209.50252,0,0.65,1576393462410
208.21175,0,0.65,1576393463020
206.33699,0,0.65,1576393463710
214.45703,0,0.65,1576393464290
210.39702,0,0.65,1576393464960
161.11443,0,0.65,1576393465600
126.4806,0,0.65,1576393466240
154.67056,0,0.65,1576393466880
192.04997,0,0.65,1576393467530
199.35489,0,0.65,1576393468140
195.70242,0,0.65,1576393468790
185.58028,0,0.65,1576393469430
195.653,0,0.65,1576393470060
205.0748,0,0.65,1576393470740
200.3639,0,0.65,1576393471390
157.0895,0,0.65,1576393472060
156.4118,0,0.65,1576393472730
193.85208,0,0.65,1576393473350
201.90991,0,0.65,1576393473980
