bssid,frequency,rss,ssid,timeMillis,timestamp
00246c710552,5805,-72,Welcome_1st_KAIST,1574764503287,415977020
00246c710551,5805,-69,eduroam,1574764503287,415977017
00246c710550,5805,-70,Welcome_KAIST,1574764503287,415977013
d8c7c8de3912,5765,-74,Welcome_1st_KAIST,1574764503287,415977011
d8c7c8de3911,5765,-73,Welcome_KAIST,1574764503287,415977008
d8c7c8de3910,5765,-75,eduroam,1574764503287,415977006
88366cd64310,2462,-93,Changlab_2.4G,1574764503287,415977003
64e599411bd8,2462,-93,NanoSpintronicsLab,1574764503287,415977000
d8c7c8df20a2,2452,-83,Welcome_1st_KAIST,1574764503287,415976999
d8c7c8df20a1,2452,-83,Welcome_KAIST,1574764503287,415976996
d8c7c8df20a0,2452,-85,eduroam,1574764503287,415976993
00246c710542,2432,-63,Welcome_1st_KAIST,1574764503287,415976992
00246c710541,2432,-63,eduroam,1574764503287,415976989
00246c710540,2432,-48,Welcome_KAIST,1574764503287,415976987
d8c7c8df0bb2,5240,-85,Welcome_1st_KAIST,1574764503287,415976985
d8c7c8df0bb1,5240,-86,Welcome_KAIST,1574764503287,415976983
d8c7c8df0bb0,5240,-86,eduroam,1574764503287,415976980
e8fcaff99fc4,5220,-78,GC-B107-5G-1,1574764503287,415976977
88366c07a64c,2412,-93,Lense_2Ghz,1574764503287,415976974
d8c7c8de3922,2412,-70,Welcome_1st_KAIST,1574764503287,415976971
d8c7c8de3921,2412,-70,Welcome_KAIST,1574764503287,415976968
c412f569d0d6,5180,-94,IRAP_5GHz,1574764503287,415976965
d8c7c8defb12,5180,-91,Welcome_1st_KAIST,1574764503287,415976962
d8c7c8defb11,5180,-88,Welcome_KAIST,1574764503287,415976960
d8c7c8defb10,5180,-88,eduroam,1574764503287,415976946
d8c7c8de3932,5805,-67,Welcome_1st_KAIST,1574764507086,419770031
d8c7c8de3931,5805,-65,Welcome_KAIST,1574764507086,419770028
d8c7c8de3930,5805,-65,eduroam,1574764507086,419770026
d8c7c8de3a32,5785,-88,Welcome_1st_KAIST,1574764507086,419770023
d8c7c8de3a31,5785,-92,Welcome_KAIST,1574764507086,419770021
d8c7c8de3a30,5785,-91,eduroam,1574764507086,419770019
d8c7c8de3912,5765,-66,Welcome_1st_KAIST,1574764507086,419770018
d8c7c8de3911,5765,-66,Welcome_KAIST,1574764507086,419770014
d8c7c8de3910,5765,-66,eduroam,1574764507086,419770012
004e040e0c88,2467,-93,NPIL2421,1574764507086,419770010
64e599411bd8,2462,-87,NanoSpintronicsLab,1574764507086,419770006
909f3398e042,2447,-92,13181318,1574764507086,419770004
00246c710541,2432,-59,eduroam,1574764507086,419770000
00246c710540,2432,-59,Welcome_KAIST,1574764507086,419769998
00246c710542,2432,-59,Welcome_1st_KAIST,1574764507086,419769996
d8c7c8df0bb2,5240,-84,Welcome_1st_KAIST,1574764507086,419769994
d8c7c8df0bb1,5240,-82,Welcome_KAIST,1574764507086,419769991
d8c7c8df0bb0,5240,-84,eduroam,1574764507086,419769988
8625199074f9,2412,-87,DIRECT-pWC48x Series,1574764507086,419769986
d8c7c8dc3a22,2412,-96,Welcome_1st_KAIST,1574764507086,419769980
c412f569d0d6,5180,-88,IRAP_5GHz,1574764507086,419769975
00246c710552,5805,-72,Welcome_1st_KAIST,1574764507086,419769972
00246c710551,5805,-69,eduroam,1574764507086,419769968
00246c710550,5805,-70,Welcome_KAIST,1574764507086,419769952
d8c7c8df20b0,5805,-92,eduroam,1574764510910,423596339
00246c710552,5805,-76,Welcome_1st_KAIST,1574764510910,423596336
00246c710551,5805,-78,eduroam,1574764510910,423596335
00246c710550,5805,-78,Welcome_KAIST,1574764510910,423596332
d8c7c8de3932,5805,-63,Welcome_1st_KAIST,1574764510910,423596330
d8c7c8de3931,5805,-65,Welcome_KAIST,1574764510910,423596327
d8c7c8de3930,5805,-64,eduroam,1574764510910,423596325
d8c7c8de3a32,5785,-82,Welcome_1st_KAIST,1574764510910,423596323
d8c7c8de3a31,5785,-82,Welcome_KAIST,1574764510910,423596321
d8c7c8de3a30,5785,-83,eduroam,1574764510910,423596318
d8c7c8de3912,5765,-62,Welcome_1st_KAIST,1574764510910,423596316
d8c7c8de3911,5765,-60,Welcome_KAIST,1574764510910,423596313
d8c7c8de3910,5765,-61,eduroam,1574764510910,423596311
64e599c16ad8,2462,-91,NPIL2422,1574764510910,423596303
d8c7c8df20a2,2452,-84,Welcome_1st_KAIST,1574764510910,423596302
d8c7c8df20a1,2452,-84,Welcome_KAIST,1574764510910,423596299
d8c7c8df20a0,2452,-88,eduroam,1574764510910,423596297
00246c710541,2432,-71,eduroam,1574764510910,423596294
00246c710540,2432,-63,Welcome_KAIST,1574764510910,423596292
00246c710542,2432,-71,Welcome_1st_KAIST,1574764510910,423596290
d8c7c8df0bb1,5240,-88,Welcome_KAIST,1574764510910,423596288
d8c7c8df0bb0,5240,-87,eduroam,1574764510910,423596286
d8c7c8df0bb2,5240,-87,Welcome_1st_KAIST,1574764510910,423596285
24dec6ec5ef2,5220,-88,Welcome_1st_KAIST,1574764510910,423596283
88366c6f1cd4,2417,-88,iptime,1574764510910,423596280
24dec6ec5ef1,5220,-86,eduroam,1574764510910,423596277
24dec6ec5ef0,5220,-85,Welcome_KAIST,1574764510910,423596272
d8c7c8de3922,2412,-75,Welcome_1st_KAIST,1574764510910,423596260
d8c7c8de3921,2412,-75,Welcome_KAIST,1574764510910,423596257
d8c7c8de3920,2412,-75,eduroam,1574764510910,423596243
d8c7c8de3932,5805,-72,Welcome_1st_KAIST,1574764514754,427439287
d8c7c8de3931,5805,-70,Welcome_KAIST,1574764514754,427439284
d8c7c8de3930,5805,-70,eduroam,1574764514754,427439282
d8c7c8de3a32,5785,-84,Welcome_1st_KAIST,1574764514754,427439278
d8c7c8de3a31,5785,-85,Welcome_KAIST,1574764514754,427439275
d8c7c8de3a30,5785,-85,eduroam,1574764514754,427439272
d8c7c8de3912,5765,-60,Welcome_1st_KAIST,1574764514754,427439270
d8c7c8de3911,5765,-61,Welcome_KAIST,1574764514754,427439266
d8c7c8de3910,5765,-60,eduroam,1574764514754,427439262
d8c7c8df20a2,2452,-81,Welcome_1st_KAIST,1574764514754,427439260
d8c7c8df20a0,2452,-79,eduroam,1574764514754,427439258
d8c7c8df20a1,2452,-81,Welcome_KAIST,1574764514754,427439254
e8fcaff99fc5,2437,-88,GC-B107,1574764514754,427439249
8472071a2652,2437,-87,WINIX AEN331W,1574764514754,427439198
00246c710542,2432,-60,Welcome_1st_KAIST,1574764514754,427439196
00246c710541,2432,-62,eduroam,1574764514754,427439193
00246c710540,2432,-65,Welcome_KAIST,1574764514754,427439191
d8c7c8df0bb2,5240,-86,Welcome_1st_KAIST,1574764514754,427439188
d8c7c8df0bb1,5240,-87,Welcome_KAIST,1574764514754,427439185
d8c7c8df0bb0,5240,-87,eduroam,1574764514754,427439183
24dec6e32012,5220,-87,Welcome_1st_KAIST,1574764514754,427439180
24dec6e32011,5220,-86,eduroam,1574764514754,427439178
24dec6e32010,5220,-86,Welcome_KAIST,1574764514754,427439174
24dec6ec5ef2,5220,-86,Welcome_1st_KAIST,1574764514754,427439171
24dec6ec5ef1,5220,-85,eduroam,1574764514754,427439168
24dec6ec5ef0,5220,-92,Welcome_KAIST,1574764514754,427439165
e8fcaff99fc4,5220,-82,GC-B107-5G-1,1574764514754,427439159
d8c7c8df0ba0,2412,-92,eduroam,1574764514754,427439156
d8c7c8df0ba1,2412,-91,Welcome_KAIST,1574764514754,427439154
c412f569d0d4,2412,-79,IRAP_1,1574764514754,427439147
c412f569d0d6,5180,-86,IRAP_5GHz,1574764514754,427439142
d8c7c8df20b0,5805,-92,eduroam,1574764514754,427439137
00246c710552,5805,-76,Welcome_1st_KAIST,1574764514754,427439134
00246c710551,5805,-78,eduroam,1574764514754,427439130
00246c710550,5805,-78,Welcome_KAIST,1574764514754,427439113
00246c710540,2432,-76,Welcome_KAIST,1574764518629,431310344
d8c7c8de3932,5805,-70,Welcome_1st_KAIST,1574764518629,431310342
d8c7c8de3931,5805,-68,Welcome_KAIST,1574764518629,431310338
d8c7c8de3930,5805,-68,eduroam,1574764518629,431310336
d8c7c8de3a32,5785,-86,Welcome_1st_KAIST,1574764518629,431310333
d8c7c8de3a31,5785,-85,Welcome_KAIST,1574764518629,431310330
d8c7c8de3a30,5785,-87,eduroam,1574764518629,431310327
d8c7c8de3912,5765,-53,Welcome_1st_KAIST,1574764518629,431310324
d8c7c8de3911,5765,-53,Welcome_KAIST,1574764518629,431310322
d8c7c8de3910,5765,-53,eduroam,1574764518629,431310319
88366c6f1cd6,5745,-82,iptime5G,1574764518629,431310315
64e599710a1e,2462,-97,SCAIS,1574764518629,431310311
24dec6e32002,2432,-80,Welcome_1st_KAIST,1574764518629,431310305
24dec6e32001,2432,-81,eduroam,1574764518629,431310303
24dec6e32000,2432,-79,Welcome_KAIST,1574764518629,431310299
24dec6e32012,5220,-78,Welcome_1st_KAIST,1574764518629,431310296
24dec6e32011,5220,-78,eduroam,1574764518629,431310294
24dec6e32010,5220,-79,Welcome_KAIST,1574764518629,431310291
88366c6f1cd4,2417,-70,iptime,1574764518629,431310287
702c1f50ccdf,2412,-83,[air purifier] Samsung,1574764518629,431310284
d8c7c8de3922,2412,-67,Welcome_1st_KAIST,1574764518629,431310281
d8c7c8de3920,2412,-66,eduroam,1574764518629,431310278
d8c7c8de3921,2412,-66,Welcome_KAIST,1574764518629,431310277
c412f569d0d4,2412,-67,IRAP_1,1574764518629,431310272
c412f569d0d6,5180,-82,IRAP_5GHz,1574764518629,431310269
6c7220116bbe,5180,-75,IRAP_5ghz,1574764518629,431310252
00246c710540,2432,-85,Welcome_KAIST,1574764520760,433400364
64e599710a1e,2462,-83,SCAIS,1574764520760,433400360
d8c7c8df20a2,2452,-84,Welcome_1st_KAIST,1574764520760,433400357
88366c5842a2,2457,-83,MaturePolis Lab.,1574764520760,433400352
d8c7c8df20a1,2452,-83,Welcome_KAIST,1574764520760,433400347
24dec6e32000,2432,-80,Welcome_KAIST,1574764520760,433400343
8472071a2652,2437,-80,WINIX AEN331W,1574764520760,433400338
24dec6e32012,5220,-80,Welcome_1st_KAIST,1574764520760,433400333
24dec6e32011,5220,-82,eduroam,1574764520760,433400330
24dec6e32010,5220,-81,Welcome_KAIST,1574764520760,433400325
88366c6f1cd4,2417,-79,iptime,1574764520760,433400321
d8c7c8de3922,2412,-73,Welcome_1st_KAIST,1574764520760,433400316
d8c7c8dc3a22,2412,-85,Welcome_1st_KAIST,1574764520760,433400307
d8c7c8de3921,2412,-73,Welcome_KAIST,1574764520760,433400305
702c1f50ccdf,2412,-84,[air purifier] Samsung,1574764520760,433400300
d8c7c8de3920,2412,-72,eduroam,1574764520760,433400296
c412f569d0d4,2412,-70,IRAP_1,1574764520760,433400292
c412f569d0d6,5180,-83,IRAP_5GHz,1574764520760,433400288
d8c7c8de3932,5805,-70,Welcome_1st_KAIST,1574764520760,433400285
d8c7c8de3931,5805,-68,Welcome_KAIST,1574764520760,433400279
d8c7c8de3930,5805,-68,eduroam,1574764520760,433400275
d8c7c8de3a32,5785,-86,Welcome_1st_KAIST,1574764520760,433400271
d8c7c8de3a31,5785,-85,Welcome_KAIST,1574764520760,433400267
d8c7c8de3a30,5785,-87,eduroam,1574764520760,433400262
d8c7c8de3912,5765,-53,Welcome_1st_KAIST,1574764520760,433400258
