altitude,givenTimeMillis,horizontalAccuracy,latitude,longitude,timeMillis,verticalAccuracy
0.0,1574764503749,35.0,36.365456,127.36213,1574764504091,0.0
0.0,1574764543857,52.97949,36.365667,127.361647,1574764544213,0.0
0.0,1574764584026,113.62627,36.3659425,127.361458,1574764584838,0.0
0.0,1574764623709,41.968338,36.3660625,127.361299,1574764624211,0.0
0.0,1574764664111,110.425606,36.3655545,127.3613125,1574764664260,0.0
0.0,1574764702853,98.54193,36.3653105,127.36174199999999,1574764702963,0.0
0.0,1574764745063,110.637024,36.365377499999994,127.3613225,1574764746629,0.0
0.0,1574764783106,56.5633,36.3645975,127.3610915,1574764784151,0.0
69.53830096870661,1574764826197,20.0,36.365057018716385,127.36084533957182,1574764826204,20.0
67.79357268348436,1574764866345,15.0,36.365103488790666,127.36065027193783,1574764866349,15.0
71.42512947600335,1574764909567,19.0,36.365315717172955,127.36052194478907,1574764909578,19.0
0.0,1574765743313,199.9,36.365374,127.36238,1574765743676,0.0
0.0,1574765783709,29.0,36.365186,127.362018,1574765785037,0.0
0.0,1574765823807,150.0,36.3659,127.361612,1574765823815,0.0
0.0,1574765862812,29.0,36.366041,127.361426,1574765863558,0.0
0.0,1574765871426,29.0,36.366041,127.361426,1574765876434,0.0
0.0,1574765876525,29.0,36.366041,127.361426,1574765876567,0.0
