timeMillis,timeNanos,value
1574385268546,1292288229722734,1023.6621
1574385268626,1292288309722734,1023.65186
1574385268706,1292288389722734,1023.6538
1574385268786,1292288469722734,1023.63086
1574385268865,1292288549722734,1023.63135
1574385268953,1292288629722734,1023.6211
1574385269063,1292288709722734,1023.6255
1574385269106,1292288789722734,1023.64404
1574385269186,1292288869722734,1023.645
1574385269266,1292288949722734,1023.646
1574385269348,1292289029722734,1023.624
1574385269426,1292289109722734,1023.6035
1574385269507,1292289189722734,1023.6333
1574385269586,1292289269722734,1023.6323
1574385269667,1292289349722734,1023.6211
1574385269747,1292289429722734,1023.64014
1574385269826,1292289509722734,1023.6416
1574385269906,1292289589722734,1023.6538
1574385269986,1292289669722734,1023.63477
1574385270065,1292289749722734,1023.61523
1574385270146,1292289829722734,1023.61426
1574385270226,1292289909722734,1023.605
1574385270306,1292289989722734,1023.61865
1574385270385,1292290069722734,1023.6323
1574385270466,1292290149722734,1023.63965
1574385270547,1292290229722734,1023.64307
1574385270625,1292290309722734,1023.6284
1574385270706,1292290389722734,1023.6011
1574385270785,1292290469722734,1023.604
1574385270865,1292290549722734,1023.5967
1574385270946,1292290629722734,1023.604
1574385271025,1292290709722734,1023.63086
1574385271106,1292290789722734,1023.6387
1574385271186,1292290869722734,1023.6382
1574385271265,1292290949722734,1023.62256
1574385271345,1292291029722734,1023.61816
1574385271425,1292291109722734,1023.6177
1574385271505,1292291189722734,1023.60645
1574385271585,1292291269722734,1023.60986
1574385271666,1292291349722734,1023.6362
1574385271746,1292291429722734,1023.64795
1574385271825,1292291509722734,1023.6719
1574385271906,1292291589722734,1023.6421
1574385271990,1292291669722734,1023.6118
1574385272065,1292291749722734,1023.6123
1574385272145,1292291829722734,1023.605
1574385272227,1292291909722734,1023.6011
1574385272306,1292291989722734,1023.62354
1574385272386,1292292069722734,1023.63135
1574385272466,1292292149722734,1023.6509
1574385272545,1292292229722734,1023.64307
1574385272627,1292292309722734,1023.62305
1574385272706,1292292389722734,1023.6162
1574385272786,1292292469722734,1023.6172
1574385272865,1292292549722734,1023.62695
1574385272946,1292292629722734,1023.6338
1574385273026,1292292709722734,1023.62256
1574385273107,1292292789722734,1023.6304
1574385273186,1292292869722734,1023.6299
1574385273266,1292292949722734,1023.60254
1574385273345,1292293029722734,1023.61084
1574385273426,1292293109722734,1023.6113
1574385273506,1292293189722734,1023.6045
1574385273586,1292293269722734,1023.6162
1574385273666,1292293349722734,1023.6382
1574385273746,1292293429722734,1023.6284
1574385273826,1292293509722734,1023.62646
1574385273905,1292293589722734,1023.61035
1574385273986,1292293669722734,1023.61426
1574385274065,1292293749722734,1023.6133
1574385274145,1292293829722734,1023.6216
1574385274225,1292293909722734,1023.62744
1574385274305,1292293989722734,1023.6465
1574385274385,1292294069722734,1023.63525
1574385274465,1292294149722734,1023.6465
1574385274546,1292294229722734,1023.6177
1574385274625,1292294309722734,1023.6172
1574385274705,1292294389722734,1023.6089
1574385274786,1292294469722734,1023.6074
1574385274865,1292294549722734,1023.6255
1574385274945,1292294629722734,1023.626
1574385275027,1292294709722734,1023.6367
1574385275105,1292294789722734,1023.61914
1574385275186,1292294869722734,1023.604
1574385275266,1292294949722734,1023.6162
1574385275346,1292295029722734,1023.6084
1574385275425,1292295109722734,1023.6211
1574385275505,1292295189722734,1023.6304
1574385275586,1292295269722734,1023.6406
1574385275665,1292295349722734,1023.6362
1574385275745,1292295429722734,1023.6338
1574385275826,1292295509722734,1023.61914
1574385275911,1292295589722734,1023.6196
1574385275986,1292295669722734,1023.6128
1574385276065,1292295749722734,1023.6079
1574385276146,1292295829722734,1023.6177
1574385276228,1292295909722734,1023.62646
1574385276306,1292295989722734,1023.64795
1574385276386,1292296069722734,1023.63086
1574385276466,1292296149722734,1023.6133
1574385276546,1292296229722734,1023.6089
1574385276626,1292296309722734,1023.60645
1574385276706,1292296389722734,1023.61084
1574385276787,1292296469722734,1023.6304
1574385276865,1292296549722734,1023.6279
1574385276947,1292296629722734,1023.626
1574385277026,1292296709722734,1023.6084
1574385277107,1292296789722734,1023.60596
1574385277186,1292296869722734,1023.5923
1574385277266,1292296949722734,1023.59717
1574385277346,1292297029722734,1023.5952
1574385277426,1292297109722734,1023.6094
1574385277506,1292297189722734,1023.63135
1574385277602,1292297269722734,1023.63184
1574385277666,1292297349722734,1023.60254
1574385277746,1292297429722734,1023.603
1574385277827,1292297509722734,1023.60547
1574385277906,1292297589722734,1023.61035
1574385277986,1292297669722734,1023.61816
1574385278065,1292297749722734,1023.6294
1574385278145,1292297829722734,1023.61865
1574385278225,1292297909722734,1023.62305
1574385278306,1292297989722734,1023.61816
1574385278385,1292298069722734,1023.61816
1574385278466,1292298149722734,1023.61426
1574385278545,1292298229722734,1023.605
1574385278625,1292298309722734,1023.6089
1574385278705,1292298389722734,1023.6338
1574385278786,1292298469722734,1023.63477
1574385278865,1292298549722734,1023.63477
1574385278945,1292298629722734,1023.6177
1574385279025,1292298709722734,1023.62256
1574385279105,1292298789722734,1023.5923
1574385279186,1292298869722734,1023.59766
1574385279265,1292298949722734,1023.6255
1574385279345,1292299029722734,1023.64014
1574385279425,1292299109722734,1023.6372
1574385279506,1292299189722734,1023.63574
1574385279586,1292299269722734,1023.60547
1574385279666,1292299349722734,1023.6133
1574385279745,1292299429722734,1023.61426
1574385279826,1292299509722734,1023.6133
1574385279905,1292299589722734,1023.63135
1574385279985,1292299669722734,1023.63135
1574385280065,1292299749722734,1023.625
1574385280146,1292299829722734,1023.6323
1574385280226,1292299909722734,1023.6172
1574385280307,1292299989722734,1023.62354
1574385280386,1292300069722734,1023.6167
1574385280466,1292300149722734,1023.625
1574385280546,1292300229722734,1023.63525
1574385280626,1292300309722734,1023.6382
1574385280706,1292300389722734,1023.6411
1574385280786,1292300469722734,1023.62744
1574385280865,1292300549722734,1023.6094
1574385280947,1292300629722734,1023.6123
1574385281026,1292300709722734,1023.61865
1574385281106,1292300789722734,1023.6079
1574385281186,1292300869722734,1023.6094
1574385281266,1292300949722734,1023.63525
1574385281346,1292301029722734,1023.6367
1574385281426,1292301109722734,1023.6279
1574385281506,1292301189722734,1023.6128
1574385281587,1292301269722734,1023.6035
1574385281666,1292301349722734,1023.6045
1574385281745,1292301429722734,1023.60547
1574385281842,1292301509722734,1023.6201
1574385281905,1292301589722734,1023.6279
1574385281987,1292301669722734,1023.62305
1574385282065,1292301749722734,1023.63086
1574385282146,1292301829722734,1023.6221
1574385282225,1292301909722734,1023.6201
1574385282307,1292301989722734,1023.6284
1574385282385,1292302069722734,1023.61914
1574385282465,1292302149722734,1023.62744
1574385282545,1292302229722734,1023.6377
1574385282626,1292302309722734,1023.6416
1574385282706,1292302389722734,1023.63574
1574385282786,1292302469722734,1023.6094
1574385282865,1292302549722734,1023.62695
1574385282946,1292302629722734,1023.6045
1574385283026,1292302709722734,1023.60156
1574385283106,1292302789722734,1023.6128
1574385283186,1292302869722734,1023.6255
1574385283265,1292302949722734,1023.6211
1574385283345,1292303029722734,1023.61035
1574385283425,1292303109722734,1023.6133
1574385283505,1292303189722734,1023.626
1574385283585,1292303269722734,1023.6216
1574385283666,1292303349722734,1023.63135
1574385283746,1292303429722734,1023.6196
1574385283825,1292303509722734,1023.6343
1574385283907,1292303589722734,1023.6343
1574385283987,1292303669722734,1023.645
1574385284066,1292303749722734,1023.6372
1574385284146,1292303829722734,1023.647
1574385284226,1292303909722734,1023.625
1574385284306,1292303989722734,1023.6328
1574385284386,1292304069722734,1023.6543
1574385284466,1292304149722734,1023.6455
1574385284546,1292304229722734,1023.6548
1574385284626,1292304309722734,1023.6245
1574385284706,1292304389722734,1023.6294
1574385284786,1292304469722734,1023.62744
1574385284866,1292304549722734,1023.6255
1574385284948,1292304629722734,1023.647
1574385285026,1292304709722734,1023.6494
1574385285109,1292304789722734,1023.65625
1574385285186,1292304869722734,1023.6426
1574385285266,1292304949722734,1023.6455
1574385285346,1292305029722734,1023.6338
1574385285426,1292305109722734,1023.6362
1574385285506,1292305189722734,1023.65137
1574385285586,1292305269722734,1023.6592
1574385285667,1292305349722734,1023.6841
1574385285746,1292305429722734,1023.66895
1574385285838,1292305509722734,1023.6592
1574385285906,1292305589722734,1023.646
1574385285987,1292305669722734,1023.63916
1574385286066,1292305749722734,1023.6387
1574385286162,1292305829722734,1023.6465
1574385286225,1292305909722734,1023.6504
1574385286306,1292305989722734,1023.66064
1574385286385,1292306069722734,1023.63086
1574385286465,1292306149722734,1023.6304
1574385286545,1292306229722734,1023.6299
1574385286626,1292306309722734,1023.6367
1574385286706,1292306389722734,1023.64844
1574385286785,1292306469722734,1023.6494
1574385286865,1292306549722734,1023.66895
1574385286946,1292306629722734,1023.6489
1574385287025,1292306709722734,1023.6382
1574385287105,1292306789722734,1023.63184
1574385287185,1292306869722734,1023.6245
1574385287266,1292306949722734,1023.64746
1574385287346,1292307029722734,1023.66064
1574385287425,1292307109722734,1023.66016
1574385287505,1292307189722734,1023.64746
1574385287585,1292307269722734,1023.62744
1574385287666,1292307349722734,1023.6343
1574385287745,1292307429722734,1023.62744
1574385287828,1292307509722734,1023.6294
1574385287906,1292307589722734,1023.6382
1574385287985,1292307669722734,1023.63574
1574385288066,1292307749722734,1023.6465
1574385288146,1292307829722734,1023.63477
1574385288226,1292307909722734,1023.64307
1574385288306,1292307989722734,1023.6294
