altitude,givenTimeMillis,horizontalAccuracy,latitude,longitude,timeMillis,verticalAccuracy
0.0,1574820270293,150.0,36.37428,127.364847,1574820270501,0.0
96.12609230075032,1574820281022,20.0,36.37408633860894,127.365207641177,1574820281027,20.0
0.0,1574820310154,89.5,36.3742085,127.36486,1574820310522,0.0
0.0,1574820348667,92.5,36.374157499999995,127.36480850000001,1574820349036,0.0
0.0,1574820389226,92.5,36.374192,127.36495550000001,1574820389581,0.0
0.0,1574820428435,108.01509,36.374238,127.364721,1574820428983,0.0
0.0,1574820468367,89.5,36.374207999999996,127.3648405,1574820468729,0.0
0.0,1574820509063,92.5,36.3742335,127.36472599999999,1574820509338,0.0
0.0,1574820548390,44.80407,36.374196,127.36475200000001,1574820552971,0.0
0.0,1574820553080,44.80407,36.374196,127.36475200000001,1574820553085,0.0
0.0,1574820851123,48.47395,36.374206,127.3597705,1574820855709,0.0
0.0,1574820857604,48.47395,36.374206,127.3597705,1574820857615,0.0
81.74932980320071,1574998699636,20.0,36.36578368047891,127.3619644436004,1574998699653,20.0
0.0,1574998734434,169.9,36.365789,127.361793,1574998735345,0.0
0.0,1574998751650,29.0,36.365701,127.361978,1574998756643,0.0
68.56083297970889,1574999099556,20.0,36.36557578038342,127.36083820793952,1574999099566,20.0
0.0,1574999136607,150.0,36.365715,127.36096,1574999136720,0.0
0.0,1574999172335,150.0,36.365678,127.360922,1574999172562,0.0
0.0,1574999215951,106.2,36.3658535,127.3611365,1574999215964,0.0
0.0,1574999254058,150.0,36.366174,127.361112,1574999254327,0.0
0.0,1574999292163,73.42902,36.366707500000004,127.3612475,1574999294130,0.0
0.0,1574999333824,152.7,36.366425,127.360952,1574999334108,0.0
0.0,1574999372150,44.804848,36.366161000000005,127.3612005,1574999372636,0.0
0.0,1574999408250,129.05531,36.365994,127.3611445,1574999409933,0.0
0.0,1574999414075,116.6,36.3658,127.361734,1574999414084,0.0
0.0,1574999452712,98.65,36.365708999999995,127.3617555,1574999455945,0.0
4.9E-324,1574999493406,91.1613,36.365233,127.362635,1574999493417,0.0
0.0,1574999524883,56.882168,36.3653355,127.362414,1574999525352,0.0
0.0,1574999532210,119.05,36.3654155,127.362356,1574999532217,0.0
0.0,1574999577284,101.55,36.3661925,127.362718,1574999577294,0.0
0.0,1574999612102,45.0,36.365524,127.362752,1574999613314,0.0
0.0,1574999648503,29.0,36.365381,127.362435,1574999649246,0.0
0.0,1574999651690,29.0,36.365381,127.362435,1574999653036,0.0
0.0,1574999692101,34.0,36.365336,127.362184,1574999695398,0.0
0.0,1574999733298,116.78357,36.3658245,127.36150900000001,1574999733584,0.0
0.0,1574999772263,121.261696,36.365837,127.3613915,1574999772573,0.0
0.0,1574999812515,94.0,36.3661205,127.3611285,1574999812924,0.0
0.0,1574999852314,99.39817,36.366121,127.361118,1574999852509,0.0
0.0,1574999893898,137.3,36.366642,127.36076800000001,1574999894186,0.0
67.72559873047908,1574999939646,3.0,36.365927093376705,127.36078411310248,1574999939658,3.0
64.35256441477335,1575000006660,12.0,36.36560147149926,127.36077847510215,1575000006696,12.0
70.89913907583633,1575000170629,12.0,36.36571095736561,127.36203296377337,1575000170640,12.0
74.11870763315646,1575000665598,7.0,36.36559122091577,127.3622009207832,1575000665606,7.0
75.53352074730847,1575000787698,17.0,36.365522386660736,127.36263572471522,1575000787710,17.0
72.45535554880297,1575000859644,19.0,36.36572292724156,127.36195849351144,1575000859653,19.0
58.91168859847412,1575001011599,18.0,36.365954210087445,127.36135742400899,1575001011613,18.0
68.52792350488221,1575001148608,4.0,36.36595401164479,127.36141075407275,1575001148618,4.0
