calcAzimuth,gesture,stepLength,timeMillis
59.21032,7,0.65,1574787868770
204.32362,0,0.65,1574787874850
95.919014,0,0.65,1574787875660
78.26732,0,0.65,1574787876380
84.60541,0,0.65,1574787931880
106.34003,0,0.65,1574787932320
95.47272,0,0.65,1574787933180
197.85689,0,0.65,1574788009200
182.3445,0,0.65,1574788009670
183.94118,0,0.65,1574788012500
195.81682,7,0.65,1574788019500
126.31205,7,0.65,1574788020060
35.08498,0,0.65,1574788025530
21.547514,0,0.65,1574788026360
76.29936,7,0.65,1574788032190
185.96056,7,0.65,1574788154050
18.868252,0,0.65,1574788160450
283.59128,0,0.65,1574788168790
72.826256,0,0.65,1574788169370
49.419456,0,0.65,1574788169940
32.338024,0,0.65,1574788170500
303.68982,0,0.65,1574788171270
23.159918,0,0.65,1574788172240
83.6275,0,0.65,1574788172880
9.553452,0,0.65,1574788173370
100.97751,0,0.65,1574788173910
302.59875,0,0.65,1574788174720
124.3225,0,0.65,1574788175580
128.5175,0,0.65,1574788176380
188.57199,0,0.65,1574788182180
41.99862,0,0.65,1574788184510
45.15646,0,0.65,1574788185270
199.32433,0,0.65,1574788185800
85.02791,0,0.65,1574788186650
295.77405,0,0.65,1574788187170
289.08627,0,0.325,1574788187510
284.6409,0,0.65,1574788187720
266.391,0,0.65,1574788188570
239.03836,0,0.65,1574788189130
32.038185,0,0.65,1574788190150
106.86631,0,0.65,1574788190690
103.477844,0,0.65,1574788191810
47.49841,0,0.65,1574788192380
107.64738,0,0.65,1574788192900
36.945797,7,0.65,1574788193440
110.72391,7,0.65,1574788193970
72.41706,7,0.65,1574788194480
301.28442,8,0.65,1574788242190
301.14438,8,0.65,1574788242750
64.87871,8,0.65,1574788243210
36.04679,8,0.65,1574788243750
34.09634,8,0.65,1574788244310
102.013985,8,0.65,1574788251350
10.876043,8,0.65,1574788252330
24.999348,8,0.65,1574788257130
114.35784,7,0.65,1574788258800
96.68754,8,0.13,1574788279080
33.86139,8,0.13,1574788279470
33.30189,8,0.13,1574788280010
126.25996,7,0.325,1574788292540
261.99603,8,0.65,1574788299700
220.18683,8,0.65,1574788300310
218.40457,8,0.325,1574788300910
205.49458,8,0.65,1574788301520
243.30904,8,0.65,1574788305020
276.9641,8,0.13,1574788455710
283.44574,8,0.13,1574788456480
185.45985,8,0.13,1574788456980
259.79953,8,0.65,1574788457570
314.70996,8,0.325,1574788460920
27.411964,8,0.13,1574788461610
292.70575,8,0.13,1574788462270
75.03413,8,0.65,1574788462850
29.571735,8,0.325,1574788463420
217.659,8,0.65,1574788463960
58.583313,8,0.65,1574788464470
44.375023,8,0.325,1574788464970
15.928801,8,0.325,1574788465530
8.954119,8,0.65,1574788466090
206.68315,8,0.65,1574788466660
111.14488,8,0.65,1574788467220
59.61843,8,0.325,1574788467780
120.010056,8,0.65,1574788468290
41.745144,8,0.65,1574788468840
182.48235,8,0.65,1574788469350
84.68018,8,0.65,1574788469890
187.63766,8,0.65,1574788470400
292.22253,8,0.65,1574788471050
212.7173,8,0.65,1574788471480
103.5409,8,0.325,1574788472020
