time,lat,lon,elevation,accuracy,bearing,speed,satellites,provider,hdop,vdop,pdop,geoidheight,ageofdgpsdata,dgpsid,activity,battery,annotation
2019-11-26T10:34:50.000Z,36.365622450243194,127.36224961287051,96.14712957236584,15.0,201.77934,0.4395708,0,gps,0.6,1.0,1.1,,,,,100,
2019-11-26T10:34:50.000Z,36.365622450243194,127.36224961287051,96.14712957236584,15.0,201.77934,0.4395708,29,gps,0.6,1.0,1.1,,,,,100,
2019-11-26T10:34:51.000Z,36.365622450243194,127.36224961287051,96.14712957236584,4.0,201.77934,0.5092151,29,gps,0.6,1.0,1.1,,,,,100,
2019-11-26T10:34:51.000Z,36.365622450243194,127.36224961287051,96.14712957236584,4.0,201.77934,0.5092151,29,gps,,,,,,,,100,
2019-11-26T10:34:52.000Z,36.365622450243194,127.36224961287051,96.14712957236584,4.0,331.97433,0.5396056,29,gps,0.6,1.0,1.1,,,,,100,
2019-11-26T10:34:52.000Z,36.365622450243194,127.36224961287051,96.14712957236584,4.0,331.97433,0.5396056,29,gps,0.6,1.0,1.1,,,,,100,
2019-11-26T10:34:53.000Z,36.36562186256783,127.36224953266873,95.4595139956641,13.0,324.87878,0.6722676,29,gps,0.6,0.9,1.1,,,,,100,
2019-11-26T10:34:53.000Z,36.36562186256783,127.36224953266873,95.4595139956641,13.0,324.87878,0.6722676,30,gps,0.6,0.9,1.1,,,,,100,
2019-11-26T10:34:54.000Z,36.36562186256783,127.36224953266873,94.59866060867093,4.0,323.0396,0.73614836,30,gps,0.6,1.0,1.1,,,,,100,
2019-11-26T10:34:54.000Z,36.36562186256783,127.36224953266873,94.59866060867093,4.0,323.0396,0.73614836,30,gps,0.6,1.0,1.1,,,,,100,
2019-11-26T10:34:55.000Z,36.365621770821846,127.36224953131999,93.947807403544,4.0,347.61298,0.59862834,30,gps,,,,,,,,100,
2019-11-26T10:34:55.000Z,36.365621770821846,127.36224953131999,93.947807403544,4.0,347.61298,0.59862834,30,gps,,,,,,,,100,
2019-11-26T10:34:56.000Z,36.36562149672412,127.36224959855438,93.58221243625336,4.0,0.16807479,0.40355143,30,gps,0.6,0.9,1.1,,,,,100,
2019-11-26T10:34:56.000Z,36.36562149672412,127.36224959855438,93.58221243625336,4.0,0.16807479,0.40355143,30,gps,0.6,0.9,1.1,,,,,100,
2019-11-26T10:34:57.000Z,36.36562125262345,127.36224972631906,93.02152727793005,4.0,0.6232386,0.30622718,30,gps,0.6,0.9,1.1,,,,,100,
2019-11-26T10:34:57.000Z,36.36562125262345,127.36224972631906,93.02152727793005,4.0,0.6232386,0.30622718,30,gps,0.6,,,,,,,100,
2019-11-26T10:34:58.000Z,36.36562125262345,127.36224972631906,93.02152727793005,4.0,355.4305,0.2905048,29,gps,0.6,0.9,1.1,,,,,100,
2019-11-26T10:34:58.000Z,36.36562125262345,127.36224972631906,93.02152727793005,4.0,355.4305,0.2905048,29,gps,0.6,0.9,1.1,,,,,100,
2019-11-26T10:34:59.000Z,36.36562125262345,127.36224972631906,93.02152727793005,4.0,355.4305,0.27949917,29,gps,0.6,0.9,1.1,,,,,100,
2019-11-26T10:34:59.000Z,36.36562125262345,127.36224972631906,93.02152727793005,4.0,355.4305,0.27949917,29,gps,0.6,0.9,1.1,,,,,100,
2019-11-26T10:35:00.000Z,36.36562125262345,127.36224972631906,93.02152727793005,4.0,350.92166,0.27064946,29,gps,0.6,1.0,1.1,,,,,100,
2019-11-26T10:35:00.000Z,36.36562125262345,127.36224972631906,93.02152727793005,4.0,350.92166,0.27064946,29,gps,0.6,1.0,1.1,,,,,100,
2019-11-26T10:35:01.000Z,36.365626419439174,127.36225759168792,92.29519524995722,9.0,350.12354,0.16655478,29,gps,0.6,1.0,1.1,,,,,100,
2019-11-26T10:35:01.000Z,36.365626419439174,127.36225759168792,92.29519524995722,9.0,350.12354,0.16655478,29,gps,,,,,,,,100,
2019-11-26T10:35:02.000Z,36.365626419439174,127.36225759168792,92.29519524995722,4.0,358.77676,0.19158837,29,gps,0.6,0.9,1.1,,,,,100,
2019-11-26T10:35:02.000Z,36.365626419439174,127.36225759168792,92.29519524995722,4.0,358.77676,0.19158837,29,gps,0.6,0.9,1.1,,,,,100,
2019-11-26T10:35:03.000Z,36.365626419439174,127.36225759168792,92.29519524995722,4.0,358.77676,0.20911187,29,gps,0.6,0.9,1.1,,,,,100,
2019-11-26T10:35:03.000Z,36.365626419439174,127.36225759168792,92.29519524995722,4.0,358.77676,0.20911187,29,gps,0.6,0.9,1.1,,,,,100,
2019-11-26T10:35:04.000Z,36.3656230354018,127.36225981129253,92.45307300414902,8.0,354.80225,0.18413639,29,gps,0.6,0.9,1.1,,,,,100,
2019-11-26T10:35:04.000Z,36.3656230354018,127.36225981129253,92.45307300414902,8.0,354.80225,0.18413639,29,gps,0.6,0.9,1.1,,,,,100,
2019-11-26T10:35:05.000Z,36.3656230354018,127.36225981129253,92.45307300414902,4.0,354.80225,0.35389543,29,gps,0.6,0.9,1.1,,,,,100,
2019-11-26T10:35:05.000Z,36.3656230354018,127.36225981129253,92.45307300414902,4.0,354.80225,0.35389543,29,gps,0.6,0.9,1.1,,,,,100,
2019-11-26T10:35:06.000Z,36.365621328011656,127.36226069337863,92.93889542243664,8.0,359.53848,0.34682563,29,gps,0.6,0.9,1.1,,,,,100,
2019-11-26T10:35:06.000Z,36.365621328011656,127.36226069337863,92.93889542243664,8.0,359.53848,0.34682563,29,gps,0.6,0.9,1.1,,,,,100,
2019-11-26T10:35:07.000Z,36.365621328011656,127.36226069337863,92.93889542243664,4.0,332.8194,0.32812706,29,gps,0.6,0.9,1.1,,,,,100,
2019-11-26T10:35:07.000Z,36.365621328011656,127.36226069337863,92.93889542243664,4.0,332.8194,0.32812706,29,gps,0.6,0.9,1.1,,,,,100,
2019-11-26T10:40:21.799Z,36.36459749988194,127.3610914995865,0.0,51.0,,0.0,8,gps,0.0,0.0,0.0,,,,,99,
2019-11-26T10:40:21.799Z,36.36459749988194,127.3610914995865,0.0,51.0,,0.0,8,gps,0.0,0.0,0.0,,,,,99,
