timeMillis,timeNanos,value
1574820317206,56229920168866,1023.3071
1574820317286,56230000168866,1023.3037
1574820317366,56230080168866,1023.31006
1574820317446,56230160168866,1023.3042
1574820317526,56230240168866,1023.3081
1574820317607,56230320168866,1023.3076
1574820317686,56230400168866,1023.3008
1574820317766,56230480168866,1023.30273
1574820317846,56230560168866,1023.3008
1574820317926,56230640168866,1023.3071
1574820318006,56230720168866,1023.30176
1574820318086,56230800168866,1023.2886
1574820318166,56230880168866,1023.30273
1574820318246,56230960168866,1023.3003
1574820318326,56231040168866,1023.28955
1574820318406,56231120168866,1023.2871
1574820318486,56231200168866,1023.3047
1574820318566,56231280168866,1023.29395
1574820318646,56231360168866,1023.2871
1574820318727,56231440168866,1023.30615
1574820318806,56231520168866,1023.30566
1574820318887,56231600168866,1023.3037
1574820318966,56231680168866,1023.292
1574820319046,56231760168866,1023.3013
1574820319126,56231840170429,1023.3047
1574820319206,56231920168866,1023.3032
1574820319286,56232000168866,1023.3042
1574820319367,56232080168866,1023.30225
1574820319446,56232160168866,1023.2998
1574820319526,56232240168866,1023.29443
1574820319606,56232320168866,1023.29004
1574820319686,56232400168866,1023.2837
1574820319766,56232480168866,1023.2954
1574820319846,56232560168866,1023.3032
1574820319926,56232640168866,1023.2876
1574820320007,56232720168866,1023.2822
1574820320086,56232800168866,1023.2954
1574820320166,56232880168866,1023.29395
1574820320246,56232960168866,1023.28467
1574820320327,56233040168866,1023.2886
1574820320407,56233120168866,1023.2886
1574820320486,56233200168866,1023.29004
1574820320566,56233280168866,1023.2915
1574820320646,56233360168866,1023.291
1574820320726,56233440168866,1023.3052
1574820320806,56233520168866,1023.3042
1574820320906,56233600170429,1023.3086
1574820320966,56233680168866,1023.3013
1574820321046,56233760168866,1023.29443
1574820321126,56233840168866,1023.3003
1574820321206,56233920168866,1023.3003
1574820321288,56234000168866,1023.2842
1574820321366,56234080168866,1023.28906
1574820321448,56234160170429,1023.2822
1574820321526,56234240168866,1023.28076
1574820321609,56234320168866,1023.28906
1574820321686,56234400168866,1023.2783
1574820321767,56234480168866,1023.27
1574820321846,56234560168866,1023.27734
1574820321926,56234640168866,1023.2788
1574820322006,56234720168866,1023.28613
1574820322086,56234800168866,1023.2905
1574820322166,56234880168866,1023.27637
1574820322246,56234960168866,1023.28516
1574820322326,56235040168866,1023.28125
1574820322406,56235120168866,1023.27734
1574820322487,56235200168866,1023.26465
1574820322566,56235280168866,1023.26465
1574820322647,56235360168866,1023.26855
1574820322726,56235440168866,1023.2705
1574820322806,56235520168866,1023.2881
1574820322886,56235600168866,1023.27686
1574820322967,56235680168866,1023.28955
1574820323046,56235760168866,1023.2954
1574820323126,56235840170429,1023.30225
1574820323207,56235920168866,1023.3013
1574820323288,56236000168866,1023.2881
1574820323366,56236080168866,1023.29004
1574820323446,56236160168866,1023.2803
1574820323526,56236240168866,1023.27686
1574820323606,56236320168866,1023.291
1574820323687,56236400168866,1023.2988
1574820323766,56236480168866,1023.2988
1574820323846,56236560168866,1023.2959
1574820323927,56236640168866,1023.3013
1574820324007,56236720168866,1023.30664
1574820324086,56236800168866,1023.2969
1574820324166,56236880168866,1023.3081
1574820324246,56236960168866,1023.29297
1574820324326,56237040168866,1023.291
1574820324406,56237120170429,1023.3164
1574820324486,56237200168866,1023.2886
1574820324566,56237280168866,1023.28125
1574820324646,56237360170429,1023.29785
1574820324732,56237440168866,1023.3071
1574820324806,56237520170429,1023.29395
1574820324886,56237600168866,1023.29443
1574820324966,56237680168866,1023.2993
1574820325046,56237760168866,1023.2993
1574820325126,56237840168866,1023.2954
1574820325206,56237920168866,1023.2998
1574820325287,56238000168866,1023.29736
1574820325367,56238080170429,1023.2988
1574820325448,56238160170429,1023.2993
1574820325526,56238240168866,1023.28906
1574820325606,56238320168866,1023.27637
1574820325686,56238400168866,1023.272
1574820325766,56238480168866,1023.2798
1574820325846,56238560168866,1023.28564
1574820325928,56238640168866,1023.2925
1574820326006,56238720168866,1023.29395
1574820326086,56238800168866,1023.30176
1574820326166,56238880168866,1023.29346
1574820326246,56238960168866,1023.2954
1574820326327,56239040168866,1023.30566
1574820326406,56239120170429,1023.29834
1574820326486,56239200168866,1023.2969
1574820326566,56239280168866,1023.28076
1574820326646,56239360168866,1023.2744
1574820326726,56239440168866,1023.28467
1574820326806,56239520168866,1023.28467
