timestamps,Freq. Max. Amp-x,Freq. Max. Amp-y,Freq. Max. Amp-z,Power Spec. Entropy-x,Power Spec. Entropy-y,Power Spec. Entropy-z,Weighted Avg. Amp-x,Weighted Avg. Amp-y,Weighted Avg. Amp-z,Weighted Avg. Energy-x,Weighted Avg. Energy-y,Weighted Avg. Energy-z,rss-2GHZ-MAX,rss-2GHZ-MEAN,rss-2GHZ-MIN,rss-2GHZ-STD,rss-5GHZ-MAX,rss-5GHZ-MEAN,rss-5GHZ-MIN,rss-5GHZ-STD,accuracy,satellites
1574998673996.0,,,,,,,,,,,,,,,,,,,,,13.0,12.0
1574998674496.0,,,,,,,,,,,,,,,,,,,,,,
1574998674996.0,,,,,,,,,,,,,,,,,,,,,7.0,15.0
1574998675496.0,,,,,,,,,,,,,,,,,,,,,7.0,15.0
1574998675996.0,,,,,,,,,,,,,,,,,,,,,16.0,17.0
1574998676496.0,,,,,,,,,,,,,,,,,,,,,16.0,17.0
1574998676996.0,,,,,,,,,,,,,,,,,,,,,20.0,19.0
1574998677496.0,,,,,,,,,,,,,,,,,,,,,20.0,19.0
1574998677996.0,,,,,,,,,,,,,,,,,,,,,20.0,19.0
1574998678496.0,,,,,,,,,,,,,,,,,,,,,20.0,19.0
1574998678996.0,,,,,,,,,,,,,,,,,,,,,,
1574998679496.0,,,,,,,,,,,,,,,,,,,,,20.0,20.0
1574998679996.0,,,,,,,,,,,,,,,,,,,,,20.0,20.0
1574998680496.0,,,,,,,,,,,,,,,,,,,,,20.0,20.0
1574998680996.0,,,,,,,,,,,,,,,,,,,,,20.0,20.0
1574998681496.0,,,,,,,,,,,,,,,,,,,,,20.0,20.0
1574998681996.0,,,,,,,,,,,,,,,,,,,,,20.0,20.0
1574998682496.0,,,,,,,,,,,,,,,,,,,,,20.0,20.0
1574998682996.0,,,,,,,,,,,,,,,,,,,,,20.0,20.0
1574998683496.0,,,,,,,,,,,,,,,,,,,,,20.0,20.0
1574998683996.0,,,,,,,,,,,,,,,,,,,,,20.0,20.0
1574998684496.0,,,,,,,,,,,,,,,,,,,,,20.0,20.0
1574998684996.0,,,,,,,,,,,,,,,,,,,,,20.0,20.0
1574998685496.0,,,,,,,,,,,,,,,,,,,,,20.0,20.0
1574998685996.0,,,,,,,,,,,,,,,,,,,,,20.0,20.0
1574998686496.0,,,,,,,,,,,,,,,,,,,,,20.0,20.0
1574998686996.0,,,,,,,,,,,,,,,,,,,,,20.0,20.0
1574998687496.0,,,,,,,,,,,,,,,,,,,,,4.0,20.0
1574998687996.0,,,,,,,,,,,,,,,,,,,,,4.0,20.0
1574998688496.0,,,,,,,,,,,,,,,,,,,,,4.0,20.0
1574998688996.0,,,,,,,,,,,,,,,,,,,,,4.0,20.0
1574998689496.0,,,,,,,,,,,,,,,,,,,,,20.0,20.0
1574998689996.0,,,,,,,,,,,,,,,,,,,,,20.0,20.0
1574998690496.0,,,,,,,,,,,,,,,,,,,,,20.0,20.0
1574998690996.0,,,,,,,,,,,,,,,,,,,,,20.0,20.0
1574998691496.0,,,,,,,,,,,,,,,,,,,,,20.0,20.0
1574998691996.0,0.8327445752187915,0.8327445752187915,0.8327445752187915,1.3593371152263825,1.3802995197425822,1.3309938051847472,3.223329930826432,3.258323065197392,3.7273095463287884,1.6734742366677673,1.6977336075805467,1.6385775345197289,-69.0,-81.94117647058823,-94.0,8.1923248746135,-72.0,-81.86363636363636,-94.0,5.163644366190982,20.0,20.0
1574998692496.0,0.8327445752187915,0.8327445752187915,0.8327445752187915,0.47993855128117335,0.526245078791272,0.2630366908136002,2.255912345150914,2.067519049472449,3.4872846761744047,0.9797675105821055,1.0087647796668344,0.9061463123788885,-69.0,-81.94117647058823,-94.0,8.1923248746135,-72.0,-81.86363636363636,-94.0,5.163644366190982,20.0,20.0
