timestamps,Freq. Max. Amp-x,Freq. Max. Amp-y,Freq. Max. Amp-z,Power Spec. Entropy-x,Power Spec. Entropy-y,Power Spec. Entropy-z,Weighted Avg. Amp-x,Weighted Avg. Amp-y,Weighted Avg. Amp-z,Weighted Avg. Energy-x,Weighted Avg. Energy-y,Weighted Avg. Energy-z,rss-2GHZ-MAX,rss-2GHZ-MEAN,rss-2GHZ-MIN,rss-2GHZ-STD,rss-5GHZ-MAX,rss-5GHZ-MEAN,rss-5GHZ-MIN,rss-5GHZ-STD,accuracy,satellites
1576422140185.0,0.7841952724349609,0.7841952724349609,0.7841952724349609,1.2040936210614082,0.30792217126218796,0.1945124031524471,3.7426392643538913,2.3087746632479202,3.5995847824063745,1.4690516386726309,0.8585149145421754,0.8420294891578372,,,,,,,,,4.0,24.0
1576422140685.0,0.7841952724349609,0.7841952724349609,0.7841952724349609,0.8777318078185973,0.2519660435022523,0.35469514603095625,4.383864344949407,2.6048539356154117,1.7903149343255196,1.1759845616278644,0.8539186750071133,0.8720764629769627,,,,,,,,,4.0,24.0
1576422141185.0,0.7841952724349609,0.7841952724349609,0.7841952724349609,0.2777323030065429,0.8918418242834174,0.6237480709844092,3.066377571158251,2.4700478865718143,2.779714753117397,0.8530021255459866,1.155805116727062,0.9937726580383711,,,,,,,,,5.0,24.0
1576422141685.0,0.7841952724349609,0.7841952724349609,0.7841952724349609,0.17061985297166624,1.0679990728045865,0.5210635675071734,2.1556041635099836,4.594201850690286,5.395216600398036,0.8195121971861821,1.3240560984073313,1.0332526530158344,,,,,,,,,5.0,24.0
1576422142185.0,0.7841952724349609,0.7841952724349609,0.7841952724349609,0.5571181347138985,0.4132502642635891,0.39161951564939984,1.8923117689130233,2.8682163525721425,3.2722700474757933,0.9511424982061842,0.8971320845908828,0.8899859141767447,-65.0,-86.71428571428571,-95.0,8.647283400240887,-55.0,-79.15,-92.0,12.063477939632499,6.0,24.0
1576422142685.0,0.7841952724349609,0.7841952724349609,0.7841952724349609,0.3627790537918195,0.1731364090714624,0.19383300681027174,2.480963026500946,3.3544759867780587,2.6774693000729037,0.8789592969854084,0.8245508217953507,0.8259645506818646,-65.0,-86.71428571428571,-95.0,8.647283400240887,-55.0,-79.15,-92.0,12.063477939632499,6.0,24.0
1576422143185.0,0.7841952724349609,0.7841952724349609,0.7841952724349609,0.999384301476742,0.1916256311341729,0.13681199256500998,2.670478471999615,2.348495560533597,3.156041435388576,1.3574899294040836,0.8235366296773486,0.8172858460981913,,,,,,,,,8.0,24.0
1576422143685.0,1.5683905448699218,0.7841952724349609,0.7841952724349609,1.2351203624724725,0.47319992347133166,0.23946818532850006,2.264993299137881,3.004885684655492,2.8119228492104043,1.5805569704503708,0.9243946822945242,0.8407162330031472,,,,,,,,,8.0,24.0
1576422144185.0,0.7841952724349609,0.7841952724349609,0.7841952724349609,0.9714208151394617,0.43916732178091783,0.24579347359723736,2.927469114927576,2.59235905917188,2.599910397686522,1.2405563575754694,0.9047828940721921,0.8429542775302111,,,,,,,,,9.0,23.25
1576422144685.0,0.7841952724349609,0.7841952724349609,0.7841952724349609,0.8893092033026839,0.33997414380944035,0.12564744192370725,2.8391981782213227,2.520592796342307,2.824551508444501,1.1986901771366487,0.8777221278162206,0.8266685334727283,,,,,,,,,9.0,23.25
1576422145185.0,0.7841952724349609,0.7841952724349609,0.7841952724349609,0.3829127502220378,0.27956397199455535,0.29369916863609585,2.78731866919249,2.8310191161691356,3.2053378151491456,0.9057606411636107,0.8905280228904854,0.8703696346833834,,,,,,,,,9.0,23.0
1576422145685.0,1.5683905448699218,0.7841952724349609,0.7841952724349609,1.2033325111891882,0.518242652872108,0.3296570000419015,3.7874531191243763,3.4403360109744927,2.9211494536466454,1.8006594397891424,0.9577387933640721,0.8668181866996613,,,,,,,,,9.0,23.0
1576422146185.0,0.7841952724349609,0.7841952724349609,0.7841952724349609,0.5956560421174576,0.5442086580131399,0.3254000228299907,2.7840875342973344,2.8172249580652005,2.648906611512604,0.9772790424128329,0.9474852937468691,0.866060893024648,-56.0,-82.17391304347827,-94.0,10.610299237320408,-56.0,-79.26315789473684,-93.0,12.425957996587787,10.0,23.0
1576422146685.0,0.7841952724349609,0.7841952724349609,0.7841952724349609,0.8229687934685972,0.4057260569405049,0.24679052665455792,2.7273406229465165,2.6408371862241458,2.77464395431859,1.1116533344144182,0.8916432231960196,0.8441985257207177,-56.0,-82.17391304347827,-94.0,10.610299237320408,-56.0,-79.26315789473684,-93.0,12.425957996587787,10.0,23.0
1576422147185.0,0.7841952724349609,0.7841952724349609,0.7841952724349609,0.697900777882972,0.3291926177037735,0.10508760797017405,4.043727124388772,2.4651495152490823,3.1017218162542313,1.0945962917321177,0.8816378933892661,0.8143590644980722,,,,,,,,,11.0,23.0
1576422147685.0,0.7841952724349609,0.7841952724349609,0.7841952724349609,0.5570171368240171,0.3781011887273758,0.24247649329979068,2.246237376665336,3.1179863241925485,2.9578484128312534,0.9610302827575106,0.9221826873732388,0.8412631225344546,,,,,,,,,11.0,23.0
1576422148185.0,1.5683905448699218,0.7841952724349609,0.7841952724349609,1.1941682307770003,0.40564050289992876,0.2945578619033251,3.043008440617119,2.91975656442639,2.791302246588642,1.5231498039553375,0.8941078161092363,0.8566600372971451,,,,,,,,,12.0,22.25
1576422148685.0,0.7841952724349609,0.7841952724349609,0.7841952724349609,0.6223241534372442,0.4218036555932865,0.21364985417993998,2.421933256365133,2.4413789130984216,2.6611403230369426,1.0045625613150884,0.8981909739715137,0.8319605351990078,,,,,,,,,12.0,22.25
1576422149185.0,0.7841952724349609,0.7841952724349609,0.7841952724349609,0.7208880358169893,0.3912299902199718,0.0924162246758859,2.8645449977932413,2.443446246582669,2.9082237890518337,1.1751862703641567,0.8886606655015287,0.8107624380899651,,,,,,,,,13.0,21.0
1576422149685.0,1.5683905448699218,0.7841952724349609,0.7841952724349609,1.2906571712747739,0.4172643456750945,0.2851894821087586,4.082559044384598,3.10708228055258,2.994175498275988,1.9434489974825633,0.948789804398109,0.8579047132697498,,,,,,,,,13.0,21.0
1576422150185.0,0.7841952724349609,0.7841952724349609,0.7841952724349609,0.34764641997698514,0.3734725120416321,0.2703614275429193,2.392884274660602,3.143439996854864,2.8070202188313895,0.8738277138169799,0.8879855833227984,0.848660451331439,-59.0,-82.77272727272727,-94.0,8.644135259247468,-61.0,-76.0,-93.0,9.50263121456368,14.0,21.0
1576422150685.0,0.7841952724349609,0.7841952724349609,0.7841952724349609,0.42151694872318995,0.3923530132011948,0.26536211215561173,4.904642898072335,3.1573379197289473,2.6643242050021545,1.0230750394338777,0.8905389958168463,0.8465415739681346,-59.0,-82.77272727272727,-94.0,8.644135259247468,-61.0,-76.0,-93.0,9.50263121456368,14.0,21.0
1576422151185.0,0.7841952724349609,0.7841952724349609,0.7841952724349609,0.4729576871371804,0.3083080789947395,0.16137700084777737,3.2495452114080137,2.7619518272672505,2.9046857470075347,0.9226249025605754,0.8593643154111626,0.824163853882577,,,,,,,,,15.0,21.0
1576422151685.0,0.7841952724349609,0.7841952724349609,0.7841952724349609,0.19221107653973762,0.20703911708536685,0.13422157751832847,3.1475077652987418,2.751646410086254,2.865454644772716,0.8365251062920039,0.834141315915168,0.8158925032463508,,,,,,,,,15.0,21.0
1576422152185.0,0.7841952724349609,0.7841952724349609,0.7841952724349609,0.18185393323499263,0.13506621832405794,0.1893981792957532,3.2862025373926875,3.3322705766017284,2.6580539479190888,0.8419591389393776,0.832246042165561,0.8265574395421957,,,,,,,,,15.0,21.0
1576422152685.0,0.7841952724349609,0.7841952724349609,0.7841952724349609,0.24812333066943565,0.33672978038139834,0.17469064460823502,2.8168112373933565,3.06626253287796,2.911471558411116,0.843740073719054,0.8736572817320002,0.825460819497598,,,,,,,,,15.0,21.0
1576422153185.0,0.7841952724349609,0.7841952724349609,0.7841952724349609,0.46042362940766635,0.3405249220364741,0.1584038346355294,2.998319509228028,2.722076514847939,2.86804743869201,0.92683843120925,0.8700399373892108,0.8200959319304246,,,,,,,,,15.0,21.0
1576422153685.0,0.7841952724349609,0.7841952724349609,0.7841952724349609,0.23267978700623124,0.26919333361631564,0.16533293459636167,3.0270630754506778,2.555951999638053,2.8173730042058507,0.8417846928653714,0.8460356146888222,0.8206684057069021,-57.0,-81.70370370370371,-95.0,9.454823635916355,-57.0,-74.9090909090909,-91.0,9.019721276227244,15.0,21.0
1576422154185.0,0.7841952724349609,0.7841952724349609,0.7841952724349609,0.1378585513725824,0.18381032514737203,0.11317850620324403,2.8293013331362835,2.6187655795394615,3.0052357892340713,0.8189215306584137,0.8283959386510196,0.8123601399802152,-57.0,-81.70370370370371,-95.0,9.454823635916355,-57.0,-74.9090909090909,-91.0,9.019721276227244,16.0,19.0
1576422154685.0,0.7841952724349609,0.7841952724349609,0.7841952724349609,0.14702445099564918,0.13800981678062996,0.18848256435407676,3.190353098009959,3.222980275645679,2.912732033739263,0.8243006617046331,0.8316491290751311,0.8254933634247249,,,,,,,,,16.0,19.0
1576422155185.0,0.7841952724349609,0.7841952724349609,0.7841952724349609,0.350034398111293,0.2605578183151022,0.23490982783707967,2.571242898606141,3.200629156525999,2.8391452653369535,0.8730304505553995,0.8531963219466526,0.837817471839402,,,,,,,,,16.0,19.0
1576422155685.0,0.7841952724349609,0.7841952724349609,0.7841952724349609,0.25908894087646683,0.2998926444807033,0.2062742905250707,3.047774694220593,2.8056960501120116,2.7502159685955596,0.8495362625205182,0.857320129605855,0.829959702263033,,,,,,,,,16.0,19.0
1576422156185.0,0.7841952724349609,0.7841952724349609,0.7841952724349609,0.17357258794036312,0.24835447311366035,0.13545642413414669,2.5646000758215743,2.694417483562498,2.8113525446668826,0.822778243171671,0.8404592784750362,0.8136024444874513,,,,,,,,,16.0,19.0
1576422156685.0,0.7841952724349609,0.7841952724349609,0.7841952724349609,0.24323891190038313,0.17438941066089175,0.14104367816583893,2.825583930810706,2.642539639048464,3.0937290172452654,0.8570897636455173,0.8255614909311375,0.8176878813575529,,,,,,,,,16.0,19.0
1576422157185.0,0.7841952724349609,0.7841952724349609,0.7841952724349609,0.1644633818013232,0.1710032471504922,0.21359689115828248,3.6579534760781933,3.2941335086611514,2.747829198416434,0.8453695546528021,0.834587931822238,0.8305854388414147,,,,,,,,,15.0,19.0
1576422157685.0,0.7841952724349609,0.7841952724349609,0.7841952724349609,0.3090517583924075,0.2489526990018438,0.19309741216828444,2.4108226749926653,3.013715514129859,2.732002711951871,0.8575219332953579,0.842660406946614,0.8262520042966021,-43.0,-78.30434782608695,-94.0,10.423363316873242,-62.0,-75.72,-93.0,9.493239699912774,15.0,19.0
1576422158185.0,0.7841952724349609,0.7841952724349609,0.7841952724349609,0.3440906139804273,0.23928486774626548,0.17578744923368786,2.8503321220260736,2.6136370436830205,2.8489833215169695,0.8878215494895525,0.8376997042603078,0.8240428214996384,-43.0,-78.30434782608695,-94.0,10.423363316873242,-62.0,-75.72,-93.0,9.493239699912774,16.0,19.0
1576422158685.0,0.7841952724349609,0.7841952724349609,0.7841952724349609,0.1358815561699344,0.14732671497635108,0.12801904061219016,3.8178559482332455,2.603405349929557,3.055688706397835,0.8405065212071852,0.81557800603238,0.8135650421925126,,,,,,,,,16.0,19.0
1576422159185.0,0.7841952724349609,0.7841952724349609,0.7841952724349609,0.22734539913205296,0.16252062936624248,0.19296056984322313,3.0933332885238176,2.730978741986354,3.074777869769776,0.8379227063473265,0.8232313174953348,0.8276212643814995,,,,,,,,,16.0,19.75
1576422159685.0,0.7841952724349609,0.7841952724349609,0.7841952724349609,0.24101829748649328,0.27261188617152216,0.21743644794268768,3.550574268061115,2.934144726926652,2.7936842338153762,0.8496458420071817,0.8506790218456649,0.8327889302438439,,,,,,,,,16.0,19.75
1576422160185.0,0.7841952724349609,0.7841952724349609,0.7841952724349609,0.30828443473659023,0.2787000944567914,0.19484106131927323,2.6900871769355144,2.736317159123379,2.6875278381776235,0.8586773570817225,0.8505516342248531,0.8265665757015987,,,,,,,,,16.0,20.0
1576422160685.0,0.7841952724349609,0.7841952724349609,0.7841952724349609,0.22174339096205392,0.1848540528532539,0.16820440403808046,2.2166259161283595,3.069993583817982,2.830331828176326,0.8337103872314935,0.8263638970372739,0.8217413758322527,,,,,,,,,16.0,20.0
1576422161185.0,0.7841952724349609,0.7841952724349609,0.7841952724349609,0.3990304609627135,0.14421094106130217,0.1233745777279078,3.3021792252863356,2.6420738534908557,3.1478018593298254,0.9112946192619371,0.8160599794748395,0.8146188446375988,,,,,,,,,16.0,20.0
1576422161685.0,0.7841952724349609,0.7841952724349609,0.7841952724349609,0.34562413884961907,0.21620441096641127,0.21670275048017268,2.549321766384237,3.208856908075056,3.0370457274629765,0.8702764249995502,0.8449819946568158,0.8355874705163255,-49.0,-79.3913043478261,-94.0,8.72646713931012,-59.0,-72.65,-92.0,9.4195275890036,16.0,20.0
