,timestamps,Freq. Max. Amp-x,Freq. Max. Amp-y,Freq. Max. Amp-z,Power Spec. Entropy-x,Power Spec. Entropy-y,Power Spec. Entropy-z,Weighted Avg. Amp-x,Weighted Avg. Amp-y,Weighted Avg. Amp-z,Weighted Avg. Energy-x,Weighted Avg. Energy-y,Weighted Avg. Energy-z,rss-2GHZ-MAX,rss-2GHZ-MEAN,rss-2GHZ-MIN,rss-2GHZ-STD,rss-5GHZ-MAX,rss-5GHZ-MEAN,rss-5GHZ-MIN,rss-5GHZ-STD,accuracy,satellites,label
0,1574998673996.0,,,,,,,,,,,,,,,,,,,,,13.0,12.0,OUT
1,1574998674496.0,,,,,,,,,,,,,,,,,,,,,,,OUT
2,1574998674996.0,,,,,,,,,,,,,,,,,,,,,7.0,15.0,OUT
3,1574998675496.0,,,,,,,,,,,,,,,,,,,,,7.0,15.0,OUT
4,1574998675996.0,,,,,,,,,,,,,,,,,,,,,16.0,17.0,OUT
5,1574998676496.0,,,,,,,,,,,,,,,,,,,,,16.0,17.0,OUT
6,1574998676996.0,,,,,,,,,,,,,,,,,,,,,20.0,19.0,OUT
7,1574998677496.0,,,,,,,,,,,,,,,,,,,,,20.0,19.0,OUT
8,1574998677996.0,,,,,,,,,,,,,,,,,,,,,20.0,19.0,OUT
9,1574998678496.0,,,,,,,,,,,,,,,,,,,,,20.0,19.0,OUT
10,1574998678996.0,,,,,,,,,,,,,,,,,,,,,,,OUT
11,1574998679496.0,,,,,,,,,,,,,,,,,,,,,20.0,20.0,OUT
12,1574998679996.0,,,,,,,,,,,,,,,,,,,,,20.0,20.0,OUT
13,1574998680496.0,,,,,,,,,,,,,,,,,,,,,20.0,20.0,OUT
14,1574998680996.0,,,,,,,,,,,,,,,,,,,,,20.0,20.0,OUT
15,1574998681496.0,,,,,,,,,,,,,,,,,,,,,20.0,20.0,OUT
16,1574998681996.0,,,,,,,,,,,,,,,,,,,,,20.0,20.0,OUT
17,1574998682496.0,,,,,,,,,,,,,,,,,,,,,20.0,20.0,OUT
18,1574998682996.0,,,,,,,,,,,,,,,,,,,,,20.0,20.0,OUT
19,1574998683496.0,,,,,,,,,,,,,,,,,,,,,20.0,20.0,OUT
20,1574998683996.0,,,,,,,,,,,,,,,,,,,,,20.0,20.0,OUT
21,1574998684496.0,,,,,,,,,,,,,,,,,,,,,20.0,20.0,OUT
22,1574998684996.0,,,,,,,,,,,,,,,,,,,,,20.0,20.0,OUT
23,1574998685496.0,,,,,,,,,,,,,,,,,,,,,20.0,20.0,OUT
24,1574998685996.0,,,,,,,,,,,,,,,,,,,,,20.0,20.0,OUT
25,1574998686496.0,,,,,,,,,,,,,,,,,,,,,20.0,20.0,OUT
26,1574998686996.0,,,,,,,,,,,,,,,,,,,,,20.0,20.0,OUT
27,1574998687496.0,,,,,,,,,,,,,,,,,,,,,4.0,20.0,OUT
28,1574998687996.0,,,,,,,,,,,,,,,,,,,,,4.0,20.0,OUT
29,1574998688496.0,,,,,,,,,,,,,,,,,,,,,4.0,20.0,OUT
30,1574998688996.0,,,,,,,,,,,,,,,,,,,,,4.0,20.0,OUT
31,1574998689496.0,,,,,,,,,,,,,,,,,,,,,20.0,20.0,OUT
32,1574998689996.0,,,,,,,,,,,,,,,,,,,,,20.0,20.0,OUT
33,1574998690496.0,,,,,,,,,,,,,,,,,,,,,20.0,20.0,OUT
34,1574998690996.0,,,,,,,,,,,,,,,,,,,,,20.0,20.0,OUT
35,1574998691496.0,,,,,,,,,,,,,,,,,,,,,20.0,20.0,OUT
36,1574998691996.0,0.8327445752187915,0.8327445752187915,0.8327445752187915,1.3593371152263825,1.3802995197425822,1.3309938051847472,3.2233299308264316,3.2583230651973922,3.727309546328789,1.6734742366677673,1.6977336075805467,1.6385775345197289,-69.0,-81.94117647058823,-94.0,8.1923248746135,-72.0,-81.86363636363636,-94.0,5.163644366190981,20.0,20.0,OUT
37,1574998692496.0,0.8327445752187915,0.8327445752187915,0.8327445752187915,0.4799385512811734,0.526245078791272,0.2630366908136002,2.255912345150914,2.0675190494724487,3.4872846761744047,0.9797675105821056,1.0087647796668344,0.9061463123788884,-69.0,-81.94117647058823,-94.0,8.1923248746135,-72.0,-81.86363636363636,-94.0,5.163644366190981,20.0,20.0,OUT
38,1574998692996.0,0.8327445752187915,0.8327445752187915,0.8327445752187915,1.2418636998342492,1.0996970710031468,0.3174072694940352,3.6236948489385816,4.176712647051813,3.176737356229629,1.683110304382679,1.4535806863467036,0.9232226881395604,,,,,,,,,20.0,20.0,OUT
39,1574998693496.0,0.8327445752187915,0.8327445752187915,0.8327445752187915,0.6489866795978809,0.3630231075789244,0.3366673379125369,3.4476164905431226,3.633716369352901,3.1016288863894568,1.0782101673719091,0.944718213440682,0.9228587397822782,,,,,,,,,20.0,20.0,OUT
40,1574998693996.0,0.8327445752187915,0.8327445752187915,0.8327445752187915,0.9112495600201892,0.4343931456987503,0.3307581606932851,2.113986400501509,3.2068086317696114,2.8190009485046112,1.2302331119503778,0.9597855994307832,0.9186797080145768,,,,,,,,,20.0,20.0,OUT
41,1574998694496.0,1.665489150437583,0.8327445752187915,0.8327445752187915,1.3249192414263162,0.41651069821797226,0.26939524084967625,3.8594453333885297,2.8752124276972486,2.73054904482674,1.9419516182943681,0.9515643742316184,0.9016646422943384,-65.0,-74.15384615384616,-82.0,5.035965324102433,-69.0,-84.26923076923076,-97.0,6.975549012347963,20.0,20.0,OUT
42,1574998694996.0,0.8327445752187915,0.8327445752187915,0.8327445752187915,1.23780619704449,0.3933693989259426,0.20531240900011746,4.1569009049722485,2.9084053288874365,2.9407900944569287,1.6344432460367162,0.9452157959397328,0.8909887630657647,-65.0,-74.15384615384616,-82.0,5.035965324102433,-69.0,-84.26923076923076,-97.0,6.975549012347963,20.0,20.0,OUT
43,1574998695496.0,0.8327445752187915,0.8327445752187915,0.8327445752187915,0.685412156968603,0.20940571639546054,0.12404134120885485,2.730193583156263,2.6989884470752994,3.011609478598185,1.1079233421049135,0.8903417047559236,0.8715713250454471,,,,,,,,,20.0,20.0,OUT
44,1574998695996.0,0.8327445752187915,0.8327445752187915,0.8327445752187915,1.0293931943629682,0.4765082313829824,0.2966909713909299,5.14888024838208,2.9264827402100546,3.7057288837479176,1.4839850032001562,1.002837657462772,0.9146234797869108,,,,,,,,,20.0,20.0,OUT
45,1574998696496.0,0.8327445752187915,0.8327445752187915,0.8327445752187915,1.0887643075782567,0.5073474814702907,0.5207394331515252,2.495206871315216,3.4742557206417395,3.0928024849136877,1.4730236154271508,0.992841142940483,0.9946283735226988,-64.0,-76.375,-91.0,5.812432795310412,-69.0,-86.0,-97.0,5.886175228748241,20.0,20.0,OUT
46,1574998696996.0,0.8327445752187915,0.8327445752187915,0.8327445752187915,1.048185944341625,0.5662500560980308,0.5254825622786508,2.8457724316510005,2.9529333483506286,2.4606971743593102,1.4097836299766922,1.0152461418680376,0.9944442013810671,-64.0,-76.375,-91.0,5.812432795310412,-69.0,-86.0,-97.0,5.886175228748241,20.0,20.0,OUT
47,1574998697496.0,2.4982337256563745,0.8327445752187915,0.8327445752187915,1.3731246873291587,0.5400961141729324,0.2606221488616182,3.7187502056865935,2.7757688081368195,3.1095944827993507,2.226294329007917,1.0033057961242418,0.909882940043152,,,,,,,,,20.0,20.0,OUT
48,1574998697996.0,0.8327445752187915,0.8327445752187915,0.8327445752187915,1.4485615410285848,0.2378476275794213,0.14245417496331353,3.756408898825117,2.6958107897700825,3.1373812349550727,1.8355095652360836,0.9035227197011518,0.8784936807041847,,,,,,,,,20.0,20.0,OUT
49,1574998698496.0,0.8327445752187915,0.8327445752187915,0.8327445752187915,1.1005157920298072,0.3887707436366791,0.2854393074848946,5.189570638129795,3.0026449751077813,3.3794491203124633,1.490256912673336,0.97705547365726,0.910152185128876,,,,,,,,,,,OUT
50,1574998698996.0,1.665489150437583,0.8327445752187915,0.8327445752187915,1.136675414750604,0.4020120038581049,0.5521208174910794,2.659660055074877,3.600293530851947,3.1121782473297124,1.751428217398869,0.9515381303192856,1.0127375824016194,,,,,,,,,,,OUT
51,1574998699496.0,0.8327445752187915,0.8327445752187915,0.8327445752187915,0.9264620048489296,0.5649953268058835,0.4528968802333155,2.6612182614436115,3.1991596625380883,2.911329066847542,1.2679418466550665,1.0185688083951707,0.9650578689440392,,,,,,,,,,,OUT
52,1574998699996.0,2.4982337256563745,0.8327445752187915,0.8327445752187915,1.3165426422806392,0.42472722942040936,0.33687934141183545,3.7331320294996586,2.7933251129905297,2.798069097105313,2.036824605543014,0.952753947745497,0.9213203614472676,,,,,,,,,,,OUT
53,1574998700496.0,0.8327445752187915,0.8327445752187915,0.8327445752187915,1.0393876492022351,0.3358210772284268,0.2086003802853908,3.357092664969296,2.9572853394072074,2.8252027574768395,1.3519334824515803,0.9222278179862958,0.8853896818001874,,,,,,,,,,,OUT
54,1574998700996.0,0.8327445752187915,0.8327445752187915,0.8327445752187915,1.034335001057919,0.2530382452743338,0.1325278369157117,3.778778938022418,2.657422860653296,3.4418749109448874,1.3555866565039325,0.8982208230270077,0.8826535361596858,,,,,,,,,,,OUT
55,1574998701496.0,0.8327445752187915,0.8327445752187915,0.8327445752187915,0.8164832909805646,0.17520842092404962,0.1935829116692974,3.293672123636492,3.423706499742752,2.8832110822265897,1.2001540391457546,0.8973210700193406,0.8778337005135128,,,,,,,,,,,OUT
56,1574998701996.0,0.8327445752187915,0.8327445752187915,0.8327445752187915,0.7009971986013428,0.4522722657265337,0.1704294072331603,2.242554406325503,2.3986927183462696,3.7904653010701215,1.091601632255106,0.9655934412515288,0.8858268620929601,,,,,,,,,,,OUT
57,1574998702496.0,0.8327445752187915,0.8327445752187915,0.8327445752187915,0.8330023535030009,0.1194920922068348,0.2979064310870796,2.7274706272108378,4.685463936605272,2.6793997214209035,1.19685433609302,0.8842192644173508,0.9071855203838834,,,,,,,,,,,OUT
58,1574998702996.0,1.665489150437583,0.8327445752187915,0.8327445752187915,1.3117946553769542,0.38628352069657707,0.22247890318966346,4.080009396775148,2.888661205874865,2.898958545197789,2.0530971044782524,0.939413700978166,0.8866453782192131,,,,,,,,,,,OUT
59,1574998703496.0,2.4982337256563745,0.8327445752187915,0.8327445752187915,1.509122351740958,0.2610102799843181,0.14304602244769565,3.911272501731705,3.0753254367558807,2.973006457739748,2.42929533565756,0.8980651741335943,0.8684478301296902,,,,,,,,,,,OUT
60,1574998703996.0,0.8327445752187915,0.8327445752187915,0.8327445752187915,0.8947740541682281,0.17875164022767193,0.1405133093691579,3.1828164718157383,2.6963253890457297,3.1029240530432682,1.2913814712989329,0.8757633335082949,0.8683377111570422,-71.0,-81.4,-93.0,7.3375745311376575,-68.0,-81.25,-91.0,7.406359879634979,,,OUT
61,1574998704496.0,0.8327445752187915,0.8327445752187915,0.8327445752187915,0.9758525751825592,0.18618928310224847,0.18150344661259848,3.4685922495647907,2.816240884352033,3.273265674140081,1.3029984218585762,0.8928320334923658,0.8773392659194444,-71.0,-81.4,-93.0,7.3375745311376575,-68.0,-81.25,-91.0,7.406359879634979,20.0,22.0,OUT
62,1574998704996.0,1.665489150437583,0.8327445752187915,0.8327445752187915,1.1214302020492226,0.4119397967799454,0.3555629330158358,5.460719405958352,3.5450880002740024,3.0354380638554317,1.6087439226534976,0.9729952466827572,0.9298303711012056,,,,,,,,,20.0,22.0,OUT
63,1574998705496.0,0.8327445752187915,0.8327445752187915,0.8327445752187915,0.6772526834900781,0.3695737116154654,0.2455458453631097,2.1954147673848614,2.375724881418756,3.1495991825849057,1.082796832925364,0.9340550234764804,0.8963870465501776,,,,,,,,,19.0,22.0,OUT
64,1574998705996.0,0.8327445752187915,0.8327445752187915,0.8327445752187915,1.1104443276084153,0.5271901608846352,0.2170686286617608,3.429100872934835,4.0977697916986875,2.8017675643968274,1.460768492875636,1.0147686835677876,0.8845650352444219,,,,,,,,,19.0,22.0,OUT
