bssid,frequency,rss,ssid,timeMillis,timestamp
d8c7c8de3912,5765,-85,Welcome_1st_KAIST,1576422910933,2871609847
d8c7c8de3911,5765,-86,Welcome_KAIST,1576422910933,2871609845
d8c7c8de3910,5765,-85,eduroam,1576422910933,2871609843
e8fcaff99fc6,5765,-77,GC-B107-5G-2,1576422910933,2871609841
88366cd64313,5745,-78,Changlab_5G_1,1576422910933,2871609838
d8c7c8df16e2,2472,-94,Welcome_1st_KAIST,1576422910933,2871609833
d8c7c8df16e1,2472,-95,Welcome_KAIST,1576422910933,2871609830
d8c7c8df16e0,2472,-95,eduroam,1576422910933,2871609825
64e599ba264e,2472,-86,iptime,1576422910933,2871609820
00246c710542,2472,-65,Welcome_1st_KAIST,1576422910933,2871609818
00246c710541,2472,-66,eduroam,1576422910933,2871609816
00246c710540,2472,-67,Welcome_KAIST,1576422910933,2871609812
64e599710a1e,2462,-87,SCAIS,1576422910933,2871609809
e8fcaff99fc5,2452,-82,GC-B107,1576422910933,2871609806
d8c7c8df0472,5240,-86,Welcome_1st_KAIST,1576422910933,2871609803
d8c7c8df0471,5240,-88,Welcome_KAIST,1576422910933,2871609800
d8c7c8df0470,5240,-83,eduroam,1576422910933,2871609795
00246c710552,5240,-70,Welcome_1st_KAIST,1576422910933,2871609792
00246c710551,5240,-72,eduroam,1576422910933,2871609790
00246c710550,5240,-64,Welcome_KAIST,1576422910933,2871609785
e8fcaff99fc4,5220,-80,GC-B107-5G-1,1576422910933,2871609783
705dcc3dc6c8,2417,-92,iptime,1576422910933,2871609779
8625199074f9,2412,-92,DIRECT-pWC48x Series,1576422910933,2871609768
e8fcaff99fc6,5765,-81,GC-B107-5G-2,1576422914736,2875420447
d8c7c8de3912,5765,-67,Welcome_1st_KAIST,1576422914736,2875420445
d8c7c8de3911,5765,-69,Welcome_KAIST,1576422914736,2875420442
d8c7c8de3910,5765,-68,eduroam,1576422914736,2875420439
24dec6e33e62,2472,-98,Welcome_1st_KAIST,1576422914736,2875420436
24dec6e33e60,2472,-95,Welcome_KAIST,1576422914736,2875420434
d8c7c8defb02,2472,-96,Welcome_1st_KAIST,1576422914736,2875420432
00246c710542,2472,-73,Welcome_1st_KAIST,1576422914736,2875420430
00246c710541,2472,-72,eduroam,1576422914736,2875420428
00246c710540,2472,-75,Welcome_KAIST,1576422914736,2875420425
0026667c1a90,2462,-94,ECSM_FC,1576422914736,2875420422
24dec6ec5a20,2452,-96,Welcome_KAIST,1576422914736,2875420419
8472071a2652,2437,-81,WINIX AEN331W,1576422914736,2875420413
00246c710552,5240,-68,Welcome_1st_KAIST,1576422914736,2875420409
00246c710551,5240,-69,eduroam,1576422914736,2875420407
00246c710550,5240,-67,Welcome_KAIST,1576422914736,2875420404
e8fcaff99fc4,5220,-80,GC-B107-5G-1,1576422914736,2875420401
705dcc3dc6c8,2417,-78,iptime,1576422914736,2875420399
24dec6e33f62,2412,-93,Welcome_1st_KAIST,1576422914736,2875420396
24dec6e33f60,2412,-91,Welcome_KAIST,1576422914736,2875420392
8625199074f9,2412,-85,DIRECT-pWC48x Series,1576422914736,2875420389
88366cd64313,5745,-78,Changlab_5G_1,1576422914736,2875420384
d8c7c8df16e2,2472,-94,Welcome_1st_KAIST,1576422914736,2875420378
d8c7c8df16e1,2472,-95,Welcome_KAIST,1576422914736,2875420375
d8c7c8df16e0,2472,-95,eduroam,1576422914736,2875420369
64e599ba264e,2472,-86,iptime,1576422914736,2875420344
d8c7c8de3932,5805,-73,Welcome_1st_KAIST,1576422918594,2879250005
d8c7c8de3931,5805,-72,Welcome_KAIST,1576422918594,2879249998
d8c7c8de3930,5805,-73,eduroam,1576422918594,2879249993
d8c7c8de3912,5765,-64,Welcome_1st_KAIST,1576422918594,2879249990
d8c7c8de3911,5765,-66,Welcome_KAIST,1576422918594,2879249985
d8c7c8de3910,5765,-64,eduroam,1576422918594,2879249981
88366cd64313,5745,-78,Changlab_5G_1,1576422918594,2879249977
d8c7c8df20a0,2472,-94,eduroam,1576422918594,2879249971
d8c7c8defb02,2472,-94,Welcome_1st_KAIST,1576422918594,2879249968
d8c7c8defb01,2472,-97,Welcome_KAIST,1576422918594,2879249963
