timestamps,Freq. Max. Amp-x,Freq. Max. Amp-y,Freq. Max. Amp-z,Power Spec. Entropy-x,Power Spec. Entropy-y,Power Spec. Entropy-z,Weighted Avg. Amp-x,Weighted Avg. Amp-y,Weighted Avg. Amp-z,Weighted Avg. Energy-x,Weighted Avg. Energy-y,Weighted Avg. Energy-z,rss-2GHZ-MAX,rss-2GHZ-MEAN,rss-2GHZ-MIN,rss-2GHZ-STD,rss-5GHZ-MAX,rss-5GHZ-MEAN,rss-5GHZ-MIN,rss-5GHZ-STD,satellites,label
1576420177856.0,0.7812487633511903,1.5624975267023806,1.5624975267023806,1.8474564225553571,1.85023276474444,2.165958519609232,9.02538924722347,5.885725822211708,8.119965379104638,2.600443683800151,2.6707393782362754,3.5699966647290373,-80.0,-88.6875,-97.0,5.428152885650882,-67.0,-84.36842105263158,-95.0,8.349034147201444,24.0,NO
1576420179356.0,0.7812487633511903,0.7812487633511903,2.343746290053571,1.2440828905540071,1.8035454612174129,2.2860956333242277,9.498663325252274,12.174386774324637,10.830619076327563,2.076953545060079,3.2078981293001823,4.394663553557298,-80.0,-88.6875,-97.0,5.428152885650882,-67.0,-84.36842105263158,-95.0,8.349034147201444,24.0,NO
1576420180856.0,1.5624975267023806,0.7812487633511903,3.1249950534047612,1.913399220949234,1.4599996842988234,2.722571500188867,11.567731158027465,7.921721181561065,11.874730397879372,3.323422188352613,1.992790867435734,6.268842352128612,-73.0,-90.38888888888889,-99.0,8.307552714173134,-61.0,-81.91304347826087,-93.0,7.934038082997677,24.0,NO
1576420182356.0,0.7812487633511903,3.9062438167559517,1.5624975267023806,2.1648324236229763,2.053746085378439,2.550548052179739,9.248943196902841,11.295745904591735,16.347460031636306,3.6575978019270767,4.600042187181706,6.748795105011749,-73.0,-90.38888888888889,-99.0,8.307552714173134,-61.0,-81.91304347826087,-93.0,7.934038082997677,24.0,NO
1576420183856.0,1.5624975267023806,0.7812487633511903,4.687492580107142,2.3854331753839864,2.0170009190272746,2.3926487486227903,9.205418926276282,6.205612609911908,7.792476201440089,4.171372327082271,3.283788045902805,4.831840425254922,,,,,,,,,24.0,NO
1576420185356.0,7.0312388701607125,4.687492580107142,5.4687413434583325,2.5107389516518586,2.2468429748495944,2.3891801288762142,13.837581589720402,8.602696421846153,7.482028483761905,7.604212969196402,3.9375141318606426,4.790624336792156,-82.0,-94.13333333333334,-99.0,4.645667037382492,-64.0,-79.14285714285714,-94.0,8.078694580342109,24.0,NO
1576420186856.0,5.4687413434583325,3.9062438167559517,3.9062438167559517,2.341851146532091,1.928817954292291,2.318091158201685,7.2332187171751725,8.670994541403115,8.650478903787,4.597580433588814,3.5852469478388302,4.49041395989591,-82.0,-94.13333333333334,-99.0,4.645667037382492,-64.0,-79.14285714285714,-94.0,8.078694580342109,24.0,NO
1576420188356.0,2.343746290053571,1.5624975267023806,1.5624975267023806,2.6496146557325817,1.913220787236393,3.1381636725318542,12.787112955425494,9.838713328402624,17.015467237669345,5.796045842258442,3.0659818331364055,9.992803012382794,-74.0,-92.81818181818181,-97.0,6.278653327211639,-65.0,-78.0,-94.0,9.244818368506039,24.0,NO
1576420189856.0,2.343746290053571,3.1249950534047612,1.5624975267023806,2.2755893845640753,2.0477007660823596,2.2473812177041244,8.088584889145832,7.159521112345163,9.209019898975935,4.153858038300987,3.2028181526008463,4.1041730285340465,-74.0,-92.81818181818181,-97.0,6.278653327211639,-65.0,-78.0,-94.0,9.244818368506039,24.0,NO
1576420191356.0,1.5624975267023806,1.5624975267023806,3.1249950534047612,1.7734713082391311,1.8664588205232875,1.8637237379263971,5.864243324402364,5.961077426688302,9.262267946710857,2.6001317650111733,2.760453250948586,3.543347602339205,,,,,,,,,24.0,NO
1576420192856.0,0.7812487633511903,1.5624975267023806,1.5624975267023806,1.0451589429607848,1.8299093423889268,1.8332007489054394,6.498085029225416,9.999844319029183,11.826447121736283,1.5602797067694418,3.0836468593155195,3.6034268522933663,-77.0,-89.3076923076923,-97.0,7.009714307627395,-61.0,-81.2,-95.0,12.835887191776033,24.0,NO
1576420194356.0,3.9062438167559517,1.5624975267023806,1.5624975267023806,2.567842833618706,1.9046298504453885,2.1606126785019195,11.720040682364479,8.266550789004377,11.141185094923253,6.004581754900337,2.8293910660851997,3.7697662999235932,-77.0,-89.3076923076923,-97.0,7.009714307627395,-61.0,-81.2,-95.0,12.835887191776033,24.0,OI
