timestamps,Freq. Max. Amp-x,Freq. Max. Amp-y,Freq. Max. Amp-z,Power Spec. Entropy-x,Power Spec. Entropy-y,Power Spec. Entropy-z,Weighted Avg. Amp-x,Weighted Avg. Amp-y,Weighted Avg. Amp-z,Weighted Avg. Energy-x,Weighted Avg. Energy-y,Weighted Avg. Energy-z,rss-2GHZ-MAX,rss-2GHZ-MEAN,rss-2GHZ-MIN,rss-2GHZ-STD,rss-5GHZ-MAX,rss-5GHZ-MEAN,rss-5GHZ-MIN,rss-5GHZ-STD,satellites,label
1574764504534.0,0.42037111046854114,0.42037111046854114,0.42037111046854114,1.9005221327832051,1.593639694776394,1.4899706175687832,6.125217929503905,5.949577551087521,4.908394519975801,1.8421938171013439,1.358378864486323,1.2085881286748745,-48.0,-76.72727272727273,-93.0,14.251576685283945,-69.0,-80.64285714285714,-94.0,8.173189121032454,29.0,NO
1574764506034.0,1.6814844418741646,0.42037111046854114,2.101855552342706,1.9241578800728478,1.956965073551188,1.9865644179303927,5.332327635915173,6.144873941332722,3.9356982957052433,1.7906987209380283,1.699206590844387,2.1441761664147756,-48.0,-76.72727272727273,-93.0,14.251576685283945,-69.0,-80.64285714285714,-94.0,8.173189121032454,29.0,NO
1574764507534.0,0.42037111046854114,2.5222266628112466,2.101855552342706,1.3118306183663255,2.298229756371039,2.1333076373243323,2.6829517648063037,6.320354785363377,4.268479791688726,0.8795059741338604,2.436038942706095,2.328815244068582,-59.0,-79.0,-96.0,15.740076238697194,-65.0,-75.9375,-92.0,10.176374292939505,,NO
1574764509034.0,1.2611133314056233,0.42037111046854114,1.2611133314056233,2.240510575927436,0.8882464770041059,2.397642385809607,6.850227845386926,2.9647216121351736,7.082060555501511,2.58304711497235,0.74799835312103,2.475447029163323,-59.0,-79.0,-96.0,15.740076238697194,-65.0,-75.9375,-92.0,10.176374292939505,,NO
1574764510534.0,0.42037111046854114,0.8407422209370823,1.6814844418741646,1.526057233503907,1.7225696576789358,1.6355528155266545,5.12177759039595,5.046389301453534,4.949272950312032,1.1357946832314034,1.4517768868277425,1.8615453141766634,,,,,,,,,,NO
1574764512034.0,0.42037111046854114,0.8407422209370823,0.8407422209370823,2.29513953204401,2.059443730750448,1.7496564252038915,5.041641236480306,4.30762856751753,4.194429026237337,2.397428456507566,1.9160901536760373,1.4710630456942146,-63.0,-78.63636363636364,-91.0,8.456011603078899,-60.0,-77.21052631578948,-92.0,10.709459406320343,,NO
1574764513534.0,0.42037111046854114,0.42037111046854114,0.8407422209370823,1.3734100587755218,1.3779375701807275,1.881366391996062,3.1471010447546037,3.5609422224903806,5.217567175142628,1.1984693352959532,0.9228807795893561,1.6527600309087498,-63.0,-78.63636363636364,-91.0,8.456011603078899,-60.0,-77.21052631578948,-92.0,10.709459406320343,,OI
1574764515034.0,0.42037111046854114,1.2611133314056233,0.8407422209370823,1.862422375089039,2.1481867879628904,1.9198446808676548,5.114659984485479,5.791570768730789,4.418719083290391,1.3923812013942767,1.923414905674572,1.5680218467735971,-60.0,-78.63636363636364,-92.0,10.915149832584461,-60.0,-80.04166666666667,-92.0,9.48454517740425,,OI
1574764516534.0,0.42037111046854114,1.2611133314056233,1.6814844418741646,2.0758469828185837,1.9261903095516544,2.006717247478621,4.95766278642677,4.72527183240623,3.426002335688007,2.0175609032012303,1.9851686899789158,1.9924982805633393,-60.0,-78.63636363636364,-92.0,10.915149832584461,-60.0,-80.04166666666667,-92.0,9.48454517740425,,NO
1574764518034.0,1.6814844418741646,1.6814844418741646,1.6814844418741646,2.3229524271229125,2.2449988941487504,1.684400899936138,4.79839383157218,4.338836212221217,4.149584287134707,2.6335644724063374,2.3551792055878185,2.3787441544096,,,,,,,,,,NO
1574764519534.0,0.8407422209370823,0.42037111046854114,1.6814844418741646,1.7933268262891149,1.7049476783121966,1.8668087778834277,4.029527489921239,4.0897020009483125,4.350014483262453,1.469830874268797,1.2577455203971666,2.39729211107669,-66.0,-75.63636363636364,-97.0,9.227160769585009,-53.0,-73.13333333333334,-87.0,11.603830785085108,,NO
1574764521034.0,0.42037111046854114,0.42037111046854114,0.8407422209370823,1.0423099377957725,0.3986587149273431,2.206425392490309,4.502097535207678,4.117899422168265,4.314219065197955,1.0053649398088362,0.6100835535942382,2.120528886655211,-66.0,-78.03703703703704,-97.0,7.239201314046663,-53.0,-73.43333333333334,-87.0,11.777615302862555,,NO
