time,lat,lon,elevation,accuracy,bearing,speed,satellites,provider,hdop,vdop,pdop,geoidheight,ageofdgpsdata,dgpsid,activity,battery,annotation
2019-11-22T01:14:02.474Z,36.3740592009813,127.36575807925576,78.12779517937452,15.0,324.9928,0.5227162,16,gps,1.3,1.2,1.7,,,,,96,
2019-11-22T01:14:03.474Z,36.373944151850964,127.36576570592077,71.59639965649694,13.0,244.11646,0.94252753,21,gps,,,,,,,,96,
2019-11-22T01:14:04.474Z,36.37376883317922,127.36572482058848,88.2793200276792,17.0,223.63904,1.2724051,23,gps,1.0,1.1,1.5,,,,,96,
2019-11-22T01:14:06.000Z,36.37394162995878,127.36571020263948,75.15289205405861,19.0,149.25845,0.2571375,24,gps,0.9,1.0,1.4,,,,,96,
2019-11-22T01:14:07.000Z,36.37391906997944,127.36566453061916,75.3762540044263,4.0,84.93632,0.18549125,24,gps,1.0,1.2,1.6,,,,,96,
2019-11-22T01:14:08.000Z,36.37393428361159,127.36566231965307,75.3762540044263,20.0,84.93632,0.12984388,24,gps,1.0,1.2,1.5,,,,,96,
2019-11-22T01:14:09.000Z,36.37392560537403,127.36566339481924,75.3762540044263,20.0,84.93632,0.09089071,24,gps,1.0,1.2,1.5,,,,,96,
2019-11-22T01:14:10.000Z,36.37393365506058,127.36566084259655,75.3762540044263,20.0,84.93632,0.0636235,24,gps,1.0,1.2,1.5,,,,,96,
2019-11-22T01:14:11.000Z,36.373950067790936,127.36565260797394,75.3762540044263,20.0,84.93632,0.04453645,24,gps,1.0,1.2,1.5,,,,,96,
2019-11-22T01:14:12.000Z,36.37395969871195,127.36564935113383,75.3762540044263,20.0,84.93632,0.031175515,25,gps,1.1,1.2,1.6,,,,,96,
2019-11-22T01:14:13.000Z,36.37396302339741,127.36564663254751,76.36457556624221,20.0,62.816296,0.27755398,25,gps,1.1,1.2,1.6,,,,,96,
2019-11-22T01:14:14.000Z,36.373961394850916,127.36564306435838,76.88639600480735,20.0,47.7485,0.52098346,24,gps,1.1,1.2,1.6,,,,,96,
2019-11-22T01:14:15.000Z,36.37395982681367,127.36564134544956,77.4628823983928,20.0,334.84506,0.57711536,24,gps,1.1,1.2,1.6,,,,,96,
2019-11-22T01:14:16.000Z,36.37395353278578,127.3656410383693,78.63727948854702,20.0,293.588,0.7951307,23,gps,1.1,1.2,1.6,,,,,96,
2019-11-22T01:14:17.000Z,36.37394912929777,127.3656397831437,79.84416809158499,20.0,272.13412,0.8929256,25,gps,1.0,1.2,1.6,,,,,96,
2019-11-22T01:14:18.000Z,36.3739521782076,127.36563365086758,80.38642515469083,20.0,281.72632,0.9898159,26,gps,1.0,1.2,1.6,,,,,96,
2019-11-22T01:14:19.000Z,36.373957382848744,127.36562851205838,81.099230434546,20.0,288.88934,1.0531114,27,gps,1.0,1.2,1.6,,,,,96,
2019-11-22T01:14:20.000Z,36.37396165637326,127.36562505481174,82.0690796546766,20.0,286.55542,0.9560271,27,gps,1.0,1.2,1.6,,,,,96,
2019-11-22T01:14:21.000Z,36.373962777578676,127.36561672310289,82.53390528025578,20.0,290.94492,0.86307937,27,gps,1.0,1.2,1.6,,,,,96,
2019-11-22T01:14:22.000Z,36.37396926255564,127.365607202458,82.80475704067868,20.0,288.4051,0.99559605,27,gps,1.0,1.2,1.6,,,,,96,
2019-11-22T01:14:23.000Z,36.37397250683017,127.36560395440044,83.08165842513202,20.0,290.96185,0.9169288,27,gps,1.0,1.2,1.6,,,,,96,
2019-11-22T01:14:24.000Z,36.3739742318749,127.36560099652925,83.30886030125092,20.0,293.10574,0.90537053,27,gps,1.0,1.2,1.6,,,,,96,
2019-11-22T01:14:25.000Z,36.37397367721262,127.3655943918406,83.4839141093908,20.0,289.9557,0.7118018,27,gps,1.0,1.2,1.6,,,,,96,
2019-11-22T01:14:26.000Z,36.37396234333331,127.36559943950606,83.89839490751038,20.0,278.7502,0.43308365,27,gps,1.0,1.2,1.6,,,,,96,
2019-11-22T01:14:27.000Z,36.373968450738914,127.36559322336234,84.53220792483059,18.0,288.49005,0.6906404,27,gps,1.0,1.2,1.6,,,,,96,
2019-11-22T01:14:28.000Z,36.373970972661546,127.36558814667283,85.12000236483284,17.0,289.4069,0.8797324,27,gps,0.9,1.1,1.4,,,,,96,
2019-11-22T01:14:29.000Z,36.373973917621626,127.36557392214813,85.38502723720558,15.0,294.09512,0.9587045,27,gps,0.9,1.1,1.4,,,,,96,
