calcAzimuth,gesture,stepLength,timeMillis
75.71163,0,0.65,1576387775820
99.4831,0,0.65,1576387776490
193.48112,0,0.65,1576387777120
100.79554,0,0.325,1576387777640
206.62576,0,0.325,1576387778280
202.72083,0,0.325,1576387779030
225.17535,0,0.65,1576387779720
242.6569,0,0.65,1576387780220
243.71848,0,0.65,1576387780900
237.05313,0,0.65,1576387781860
240.79573,0,0.65,1576387783520
253.23785,0,0.65,1576387783950
232.194,0,0.65,1576387784690
209.30275,0,0.65,1576387785310
199.9538,0,0.65,1576387785940
220.18683,0,0.65,1576387786580
223.76459,0,0.65,1576387787230
226.83844,0,0.65,1576387787890
237.2959,0,0.65,1576387788560
237.18863,0,0.65,1576387789230
215.61954,0,0.65,1576387789890
266.41837,0,0.65,1576387790570
248.12376,0,0.65,1576387791240
305.3931,0,0.65,1576387791940
304.60608,0,0.65,1576387792550
45.58958,8,0.65,1576387793180
299.7698,8,0.65,1576387793830
0.2758778,8,0.65,1576387794670
105.28875,8,0.65,1576387796480
236.76147,0,0.65,1576387797090
231.48882,0,0.65,1576387797720
252.30775,0,0.65,1576387798320
241.89828,0,0.65,1576387798960
284.18466,0,0.65,1576387799520
263.04147,0,0.65,1576387800140
255.57613,0,0.65,1576387800760
261.12695,0,0.65,1576387801370
263.87042,0,0.65,1576387801940
262.4987,0,0.65,1576387802580
264.53815,0,0.65,1576387803100
29.06505,0,0.65,1576387803740
254.27264,0,0.65,1576387804280
268.27283,0,0.65,1576387804890
266.57123,0,0.65,1576387805370
295.88275,0,0.65,1576387806040
303.42944,0,0.65,1576387806560
27.877148,0,0.325,1576387807160
286.0083,0,0.65,1576387807790
272.40833,0,0.65,1576387808400
204.32156,0,0.65,1576387814480
289.72894,0,0.65,1576387815240
246.68954,0,0.65,1576387816020
5.0673122,0,0.325,1576387817030
185.35626,0,0.325,1576387818350
34.71462,0,0.325,1576387819420
40.3201,0,0.65,1576387821190
193.94933,0,0.65,1576387821920
204.99146,0,0.65,1576387822610
188.1842,0,0.65,1576387823310
108.2855,0,0.65,1576387823980
113.62468,0,0.65,1576387824650
100.342995,0,0.65,1576387825350
115.145004,0,0.65,1576387826300
245.92358,0,0.325,1576387827240
44.716812,0,0.325,1576387828010
40.965416,0,0.325,1576387829530
9.484245,0,0.65,1576387830170
19.467182,0,0.325,1576387830990
218.2297,0,0.65,1576387831550
43.472317,0,0.65,1576387832280
287.95355,0,0.65,1576387832920
19.381044,0,0.65,1576387833510
29.258915,0,0.325,1576387834950
212.60785,0,0.325,1576387835680
215.07109,0,0.325,1576387836390
216.05254,0,0.65,1576387837200
196.47557,0,0.325,1576387839780
198.31696,0,0.325,1576387841320
213.49934,0,0.65,1576387842310
234.32486,0,0.65,1576387843230
52.312237,0,0.65,1576387843680
52.993603,0,0.65,1576387844460
41.29197,0,0.325,1576387849430
68.3406,0,0.325,1576387850160
78.32493,0,0.325,1576387850840
88.92343,0,0.65,1576387851480
106.02049,0,0.65,1576387852080
88.19423,0,0.325,1576387854400
5.893328,0,0.13,1576387855050
44.585075,0,0.13,1576387855600
4.9480014,0,0.13,1576387856310
33.265957,0,0.13,1576387858110
31.135052,0,0.13,1576387858830
6.5323815,0,0.13,1576387859500
306.16037,0,0.325,1576387860140
28.49248,0,0.65,1576387860740
273.21326,0,0.65,1576387861320
284.09076,0,0.65,1576387861930
287.66418,0,0.65,1576387862520
285.87747,0,0.65,1576387863170
252.3622,0,0.65,1576387863770
36.572693,0,0.65,1576387864400
206.31726,0,0.65,1576387865380
71.07803,0,0.65,1576387866130
43.09395,0,0.65,1576387866740
302.36868,0,0.65,1576387867970
281.3756,0,0.65,1576387868620
279.16708,0,0.65,1576387869230
281.5165,0,0.65,1576387869800
283.00955,0,0.65,1576387870390
286.70703,0,0.65,1576387871020
281.9681,0,0.65,1576387871590
274.24896,0,0.65,1576387872220
283.49634,0,0.65,1576387872780
290.74557,0,0.65,1576387873370
288.10614,0,0.65,1576387873970
284.8624,0,0.65,1576387874550
286.48428,0,0.65,1576387875130
279.80716,0,0.65,1576387875750
293.74255,0,0.65,1576387876290
279.1718,0,0.65,1576387877030
276.54776,0,0.65,1576387877510
287.52905,0,0.65,1576387878130
282.0384,0,0.65,1576387878760
265.40765,0,0.65,1576387879270
273.72302,0,0.65,1576387879890
289.47333,0,0.65,1576387880490
281.59818,0,0.65,1576387881070
266.6335,0,0.65,1576387881700
274.11584,0,0.65,1576387882220
260.6828,0,0.65,1576387882890
267.39932,0,0.65,1576387883380
303.98682,0,0.65,1576387884080
303.26,0,0.65,1576387884630
302.0136,0,0.65,1576387885280
302.6368,0,0.65,1576387885850
289.05463,0,0.65,1576387886570
257.0735,0,0.65,1576387887770
56.411766,0,0.13,1576387889350
208.30966,0,0.13,1576387890090
50.033646,0,0.13,1576387890660
224.00122,0,0.65,1576387891210
220.07834,0,0.65,1576387891820
222.03978,0,0.65,1576387892340
221.05905,0,0.65,1576387892950
194.99907,0,0.65,1576387893460
208.02907,0,0.65,1576387894150
200.28926,0,0.65,1576387894700
204.15916,0,0.65,1576387895290
216.55072,0,0.65,1576387895810
203.34737,0,0.65,1576387896410
194.12218,0,0.65,1576387896920
198.73477,0,0.65,1576387897540
196.42847,0,0.65,1576387898060
197.58162,0,0.65,1576387898660
209.71248,0,0.65,1576387899210
203.64705,0,0.65,1576387899830
218.24918,0,0.65,1576387900360
210.9481,0,0.65,1576387900970
187.67299,0,0.65,1576387901530
199.31055,0,0.65,1576387902190
193.38063,0,0.65,1576387902730
196.3456,0,0.65,1576387903360
215.75215,0,0.65,1576387903900
206.04887,0,0.65,1576387904530
213.5296,0,0.65,1576387905100
209.78923,0,0.65,1576387905730
180.168,0,0.65,1576387906250
194.97862,0,0.65,1576387906880
212.00974,0,0.65,1576387907400
212.41144,0,0.65,1576387908040
212.21059,0,0.65,1576387908580
212.311,0,0.65,1576387909180
209.22879,0,0.65,1576387909690
210.7699,0,0.65,1576387910310
201.2998,0,0.65,1576387910860
206.03485,0,0.65,1576387911490
214.5884,0,0.65,1576387912050
210.31163,0,0.65,1576387912670
204.23293,0,0.65,1576387913200
202.07527,8,0.65,1576387913830
210.749,8,0.65,1576387914360
206.41212,8,0.65,1576387914960
212.28883,8,0.65,1576387915510
209.35048,8,0.65,1576387916060
210.81966,8,0.65,1576387919440
1.9689412,8,0.65,1576387921280
6.4846177,0,0.65,1576387921820
114.687294,0,0.325,1576387922220
255.42433,0,0.13,1576387924120
251.90964,0,0.325,1576387924890
229.03531,0,0.65,1576387925520
221.95303,0,0.65,1576387926170
219.51595,0,0.65,1576387927510
187.78677,0,0.65,1576387928190
105.757195,0,0.325,1576387928920
93.68222,0,0.65,1576387930230
98.96373,0,0.65,1576387930790
97.844574,0,0.65,1576387931420
91.50021,0,0.65,1576387932050
92.38143,0,0.65,1576387932710
99.29244,0,0.65,1576387933350
101.24811,0,0.65,1576387934000
99.038864,0,0.65,1576387934770
108.699486,0,0.65,1576387935420
99.50185,0,0.65,1576387936120
89.67216,0,0.65,1576387936780
96.196075,0,0.65,1576387937580
108.821266,0,0.65,1576387938280
97.54652,0,0.65,1576387938930
74.49133,0,0.65,1576387939710
59.22222,0,0.325,1576387940510
30.693396,0,0.325,1576387941970
13.507807,0,0.325,1576387942680
24.415499,0,0.325,1576387943350
264.6696,0,0.65,1576387944850
277.12375,0,0.65,1576387946980
42.722927,0,0.65,1576387948520
279.359,0,0.65,1576387949140
274.91095,0,0.65,1576387949810
277.13498,0,0.65,1576387950590
232.78311,0,0.65,1576387951300
19.466194,8,0.65,1576387954020
19.122883,8,0.65,1576387955440
3.3424392,8,0.65,1576387957120
95.451935,0,0.13,1576387961600
302.89404,0,0.13,1576387962300
0.6778382,0,0.13,1576387962930
44.86536,0,0.65,1576387963600
43.160007,0,0.65,1576387964280
298.1617,0,0.65,1576387964840
22.189697,0,0.65,1576387965460
199.18237,0,0.65,1576387966140
300.98474,0,0.65,1576387966660
292.088,0,0.65,1576387967280
40.42746,0,0.65,1576387967820
283.44574,0,0.65,1576387968470
294.70447,0,0.65,1576387969060
282.5916,0,0.65,1576387969710
279.45148,0,0.65,1576387970260
289.31287,0,0.65,1576387970910
284.38217,0,0.65,1576387971480
284.25043,0,0.65,1576387972100
298.55194,0,0.65,1576387972670
289.4393,0,0.65,1576387973280
289.1787,0,0.65,1576387973860
290.88177,0,0.65,1576387974520
285.56732,0,0.65,1576387975090
292.44504,0,0.65,1576387975730
