bssid,frequency,rss,ssid,timeMillis,timestamp
d8c7c8df20a2,2472,-80,Welcome_1st_KAIST,1576420201692,162343651
d8c7c8df20a1,2472,-80,Welcome_KAIST,1576420201692,162343640
d8c7c8de3922,2472,-61,Welcome_1st_KAIST,1576420201692,162343636
d8c7c8de3921,2472,-61,Welcome_KAIST,1576420201692,162343631
d8c7c8de3920,2472,-61,eduroam,1576420201692,162343627
64e599710a1e,2462,-92,SCAIS,1576420201692,162343617
88366c5842a2,2457,-85,MaturePolis Lab.,1576420201692,162343612
705dcc4b6166,2417,-56,iptime,1576420201692,162343607
d8c7c8dc3a32,5240,-84,Welcome_1st_KAIST,1576420201692,162343603
d8c7c8dc3a31,5240,-85,Welcome_KAIST,1576420201692,162343598
d8c7c8dc3a30,5240,-84,eduroam,1576420201692,162343592
24dec6ec5ef2,5220,-83,Welcome_1st_KAIST,1576420201692,162343587
24dec6ec5ef1,5220,-81,eduroam,1576420201692,162343584
24dec6ec5ef0,5220,-82,Welcome_KAIST,1576420201692,162343579
6c7220116bbe,5220,-76,IRAP_5ghz,1576420201692,162343573
705dcc3dc6c8,2417,-56,iptime,1576420201692,162343568
c412f569d0d4,2412,-61,IRAP_1,1576420201692,162343562
24dec6e32012,5180,-78,Welcome_1st_KAIST,1576420201692,162343559
24dec6e32011,5180,-76,eduroam,1576420201692,162343554
24dec6e32010,5180,-76,Welcome_KAIST,1576420201692,162343551
c412f569d0d6,5180,-77,IRAP_5GHz,1576420201692,162343543
d8c7c8df20b2,5805,-87,Welcome_1st_KAIST,1576420201692,162343538
d8c7c8df20b1,5805,-87,Welcome_KAIST,1576420201692,162343531
d8c7c8df20b0,5805,-92,eduroam,1576420201692,162343525
88366c5842a0,5745,-87,MaturePolis Lab. 5G,1576420201692,162343517
6c7220116bbc,2437,-93,IRAP_2.4ghz,1576420201692,162343508
00246c710552,5240,-83,Welcome_1st_KAIST,1576420201692,162343503
00246c710551,5240,-82,eduroam,1576420201692,162343496
00246c710550,5240,-79,Welcome_KAIST,1576420201692,162343491
88366c6f1cd4,2417,-85,iptime,1576420201692,162343471
00246c710541,2412,-80,eduroam,1576420201692,159172618
00246c710540,2412,-80,Welcome_KAIST,1576420201692,159172613
e8fcaff99fc6,5765,-84,GC-B107-5G-2,1576420201692,159172596
b252165200fe,2437,-93,DIRECT-fe-HP M280 LaserJet,1576420201692,159172589
705dcc4b7e12,2432,-86,iptime,1576420201692,159172581
d8c7c8de3932,5805,-62,Welcome_1st_KAIST,1576420205597,166245939
d8c7c8de3931,5805,-61,Welcome_KAIST,1576420205597,166245935
d8c7c8de3930,5805,-61,eduroam,1576420205597,166245929
d8c7c8de3a32,5785,-71,Welcome_1st_KAIST,1576420205597,166245924
d8c7c8de3a31,5785,-71,Welcome_KAIST,1576420205597,166245914
d8c7c8de3a30,5785,-72,eduroam,1576420205597,166245908
d8c7c8de3912,5765,-49,Welcome_1st_KAIST,1576420205597,166245902
d8c7c8de3911,5765,-45,Welcome_KAIST,1576420205597,166245898
d8c7c8de3910,5765,-50,eduroam,1576420205597,166245892
88366c5842a0,5745,-87,MaturePolis Lab. 5G,1576420205597,166245887
88366c6f1cd6,5745,-73,iptime5G,1576420205597,166245881
24dec6e32002,2472,-87,Welcome_1st_KAIST,1576420205597,166245875
24dec6e32001,2472,-87,eduroam,1576420205597,166245870
24dec6e32000,2472,-85,Welcome_KAIST,1576420205597,166245867
d8c7c8de3922,2472,-65,Welcome_1st_KAIST,1576420205597,166245862
d8c7c8df20a2,2472,-80,Welcome_1st_KAIST,1576420205597,166245858
d8c7c8df20a1,2472,-80,Welcome_KAIST,1576420205597,166245854
d8c7c8df20a0,2472,-80,eduroam,1576420205597,166245850
d8c7c8de3921,2472,-64,Welcome_KAIST,1576420205597,166245843
d8c7c8de3920,2472,-70,eduroam,1576420205597,166245840
88366c5842a2,2457,-86,MaturePolis Lab.,1576420205597,166245835
705dcc3dc6c8,2417,-62,iptime,1576420205597,166245831
d8c7c8dc3a32,5240,-91,Welcome_1st_KAIST,1576420205597,166245826
d8c7c8dc3a31,5240,-93,Welcome_KAIST,1576420205597,166245822
d8c7c8dc3a30,5240,-91,eduroam,1576420205597,166245816
24dec6ec5ef2,5220,-86,Welcome_1st_KAIST,1576420205597,166245812
24dec6ec5ef1,5220,-85,eduroam,1576420205597,166245809
24dec6ec5ef0,5220,-88,Welcome_KAIST,1576420205597,166245803
6c7220116bbe,5220,-76,IRAP_5ghz,1576420205597,166245797
705dcc4b6166,2417,-54,iptime,1576420205597,166245789
24dec6e32012,5180,-71,Welcome_1st_KAIST,1576420205597,166245784
24dec6e32011,5180,-73,eduroam,1576420205597,166245779
24dec6e32010,5180,-71,Welcome_KAIST,1576420205597,166245761
20a6cd24b992,5580,-94,Welcome_1st_KAIST,1576420209443,170098161
20a6cd24b990,5580,-94,Welcome_KAIST,1576420209443,170098157
d8c7c8de3a32,5785,-78,Welcome_1st_KAIST,1576420209443,170098153
d8c7c8de3a31,5785,-78,Welcome_KAIST,1576420209443,170098148
d8c7c8de3a30,5785,-79,eduroam,1576420209443,170098144
d8c7c8de3912,5765,-59,Welcome_1st_KAIST,1576420209443,170098139
d8c7c8de3911,5765,-52,Welcome_KAIST,1576420209443,170098134
d8c7c8de3910,5765,-60,eduroam,1576420209443,170098129
d8c7c8df20a2,2472,-87,Welcome_1st_KAIST,1576420209443,170098124
d8c7c8df20a1,2472,-88,Welcome_KAIST,1576420209443,170098114
d8c7c8df20a0,2472,-88,eduroam,1576420209443,170098109
24dec6e32002,2472,-85,Welcome_1st_KAIST,1576420209443,170098105
24dec6e32001,2472,-85,eduroam,1576420209443,170098101
24dec6e32000,2472,-85,Welcome_KAIST,1576420209443,170098097
d8c7c8de3922,2472,-73,Welcome_1st_KAIST,1576420209443,170098093
d8c7c8de3921,2472,-73,Welcome_KAIST,1576420209443,170098087
d8c7c8de3920,2472,-73,eduroam,1576420209443,170098084
705dcc3cbea0,2447,-88,scais2216,1576420209443,170098081
6c7220116bbc,2437,-61,IRAP_2.4ghz,1576420209443,170098078
705dcc4b7e12,2432,-87,iptime,1576420209443,170098072
00246c710552,5240,-91,Welcome_1st_KAIST,1576420209443,170098068
00246c710551,5240,-87,eduroam,1576420209443,170098062
00246c710550,5240,-87,Welcome_KAIST,1576420209443,170098059
702c1f50ccdf,2412,-91,[air purifier] Samsung,1576420209443,170098052
6c7220116bbe,5220,-73,IRAP_5ghz,1576420209443,170098045
705dcc3dc6c8,2417,-52,iptime,1576420209443,170098041
c412f569d0d4,2412,-80,IRAP_1,1576420209443,170098035
d8c7c8de3932,5805,-62,Welcome_1st_KAIST,1576420209443,170098030
d8c7c8de3931,5805,-61,Welcome_KAIST,1576420209443,170098026
d8c7c8de3930,5805,-61,eduroam,1576420209443,170098018
88366c5842a0,5745,-87,MaturePolis Lab. 5G,1576420209443,170098011
88366c6f1cd6,5745,-73,iptime5G,1576420209443,170097990
d8c7c8de3930,5805,-94,eduroam,1576420213307,173962084
d8c7c8de3a32,5785,-87,Welcome_1st_KAIST,1576420213307,173962080
d8c7c8de3a31,5785,-88,Welcome_KAIST,1576420213307,173962075
d8c7c8de3a30,5785,-88,eduroam,1576420213307,173962071
d8c7c8de3912,5765,-72,Welcome_1st_KAIST,1576420213307,173962067
d8c7c8de3911,5765,-64,Welcome_KAIST,1576420213307,173962063
d8c7c8de3910,5765,-71,eduroam,1576420213307,173962056
88366cd64313,5745,-82,Changlab_5G_1,1576420213307,173962051
d8c7c8df20a2,2472,-88,Welcome_1st_KAIST,1576420213307,173962046
d8c7c8df20a1,2472,-88,Welcome_KAIST,1576420213307,173962042
d8c7c8df20a0,2472,-87,eduroam,1576420213307,173962038
d8c7c8de3922,2472,-92,Welcome_1st_KAIST,1576420213307,173962034
d8c7c8de3921,2472,-88,Welcome_KAIST,1576420213307,173962028
d8c7c8de3920,2472,-92,eduroam,1576420213307,173962024
24dec6e32002,2472,-97,Welcome_1st_KAIST,1576420213307,173962019
24dec6e32000,2472,-95,Welcome_KAIST,1576420213307,173962015
64e599710a1e,2462,-95,SCAIS,1576420213307,173962009
705dcc4b7e12,2432,-82,iptime,1576420213307,173962004
6c7220116bbc,2437,-58,IRAP_2.4ghz,1576420213307,173961999
705dcc4b6166,2417,-57,iptime,1576420213307,173961995
705dcc3dc6c8,2417,-78,iptime,1576420213307,173961991
6c7220116bbe,5220,-78,IRAP_5ghz,1576420213307,173961985
702c1f50ccdf,2412,-87,[air purifier] Samsung,1576420213307,173961981
c412f569d0d4,2412,-67,IRAP_1,1576420213307,173961976
c412f569d0d6,5180,-75,IRAP_5GHz,1576420213307,173961967
20a6cd24b992,5580,-94,Welcome_1st_KAIST,1576420213307,173961962
20a6cd24b990,5580,-94,Welcome_KAIST,1576420213307,173961955
24dec6e32001,2472,-85,eduroam,1576420213307,173961934
d8c7c8de3a32,5785,-81,Welcome_1st_KAIST,1576420217145,177814480
d8c7c8de3a31,5785,-81,Welcome_KAIST,1576420217145,177814460
d8c7c8de3a30,5785,-80,eduroam,1576420217145,177814456
d8c7c8de3912,5765,-71,Welcome_1st_KAIST,1576420217145,177814452
d8c7c8de3911,5765,-67,Welcome_KAIST,1576420217145,177814449
d8c7c8de3910,5765,-70,eduroam,1576420217145,177814444
d8c7c8de3922,2472,-92,Welcome_1st_KAIST,1576420217145,177814441
d8c7c8de3921,2472,-94,Welcome_KAIST,1576420217145,177814435
d8c7c8de3920,2472,-95,eduroam,1576420217145,177814328
d8c7c8df20a2,2472,-85,Welcome_1st_KAIST,1576420217145,177814325
d8c7c8df20a1,2472,-85,Welcome_KAIST,1576420217145,177814321
d8c7c8df20a0,2472,-84,eduroam,1576420217145,177814318
24dec6e32002,2472,-94,Welcome_1st_KAIST,1576420217145,177814314
24dec6e32001,2472,-97,eduroam,1576420217145,177814310
6c7220116bbc,2437,-64,IRAP_2.4ghz,1576420217145,177814307
705dcc4b7e12,2432,-83,iptime,1576420217145,177814303
705dcc4b6166,2417,-67,iptime,1576420217145,177814299
