,timeMillis,timeNanos,value
1098,1573436662719,4702754386724916,1006.12646
1099,1573436662799,4702754466724916,1006.12646
1100,1573436662879,4702754546724916,1006.13525
1101,1573436662959,4702754626726479,1006.1460000000001
1102,1573436663040,4702754706724916,1006.1455
1103,1573436663119,4702754786724916,1006.1469999999999
1104,1573436663199,4702754866726479,1006.1518599999999
1105,1573436663279,4702754946724916,1006.1460000000001
1106,1573436663359,4702755026724916,1006.1328
1107,1573436663440,4702755106724916,1006.1347699999999
1108,1573436663519,4702755186724916,1006.1367
1109,1573436663599,4702755266724916,1006.1367
1110,1573436663679,4702755346724916,1006.1328
1111,1573436663759,4702755426724916,1006.13135
1112,1573436663839,4702755506724916,1006.1294
1113,1573436663919,4702755586724916,1006.1333
1114,1573436663999,4702755666724916,1006.13525
1115,1573436664079,4702755746724916,1006.1406
1116,1573436664163,4702755826724916,1006.1411
1117,1573436664239,4702755906724916,1006.14453
1118,1573436664319,4702755986724916,1006.1455
1119,1573436664400,4702756066724916,1006.13525
1120,1573436664479,4702756146724916,1006.1347699999999
1121,1573436664560,4702756226724916,1006.1382
1122,1573436664640,4702756306724916,1006.13184
1123,1573436664720,4702756386724916,1006.1416
1124,1573436664800,4702756466724916,1006.14307
1125,1573436664879,4702756546724916,1006.1533
1126,1573436664985,4702756626726479,1006.1489
1127,1573436665039,4702756706724916,1006.14453
1128,1573436665120,4702756786724916,1006.1474599999999
1129,1573436665201,4702756866726479,1006.1499
1130,1573436665279,4702756946726479,1006.1577
1131,1573436665359,4702757026724916,1006.1533
1132,1573436665453,4702757106726479,1006.1709
1133,1573436665519,4702757186724916,1006.15576
1134,1573436665599,4702757266724916,1006.1518599999999
1135,1573436665679,4702757346724916,1006.1513699999999
1136,1573436665759,4702757426724916,1006.14404
1137,1573436665840,4702757506724916,1006.145
1138,1573436665919,4702757586724916,1006.1548
1139,1573436665999,4702757666724916,1006.16016
1140,1573436666080,4702757746724916,1006.15674
1141,1573436666161,4702757826724916,1006.1513699999999
1142,1573436666239,4702757906726479,1006.1489
1143,1573436666319,4702757986724916,1006.15625
1144,1573436666399,4702758066724916,1006.14844
1145,1573436666479,4702758146724916,1006.145
1146,1573436666559,4702758226724916,1006.1669999999999
1147,1573436666639,4702758306724916,1006.1631
1148,1573436666719,4702758386724916,1006.15234
1149,1573436666799,4702758466724916,1006.1411
1150,1573436666879,4702758546724916,1006.13184
1151,1573436666960,4702758626726479,1006.1489
1152,1573436667039,4702758706724916,1006.1455
1153,1573436667119,4702758786724916,1006.1621
1154,1573436667199,4702758866726479,1006.1714
1155,1573436667281,4702758946724916,1006.1499
1156,1573436667359,4702759026724916,1006.14453
1157,1573436667439,4702759106724916,1006.1372
1158,1573436667519,4702759186724916,1006.1416
1159,1573436667599,4702759266724916,1006.14307
1160,1573436667679,4702759346724916,1006.14307
1161,1573436667759,4702759426724916,1006.1294
1162,1573436667839,4702759506724916,1006.1279
1163,1573436667919,4702759586724916,1006.1239999999999
1164,1573436668000,4702759666726479,1006.13135
1165,1573436668080,4702759746724916,1006.1411
1166,1573436668159,4702759826724916,1006.1474599999999
1167,1573436668297,4702759906724916,1006.166
1168,1573436668321,4702759986726479,1006.15674
1169,1573436668400,4702760066724916,1006.1304
1170,1573436668479,4702760146724916,1006.1362
1171,1573436668560,4702760226724916,1006.14453
1172,1573436668640,4702760306724916,1006.1518599999999
1173,1573436668719,4702760386724916,1006.1548
1174,1573436668799,4702760466724916,1006.1650400000001
1175,1573436668880,4702760546724916,1006.1577
1176,1573436668977,4702760626726479,1006.1474599999999
1177,1573436669039,4702760706724916,1006.1387
1178,1573436669120,4702760786724916,1006.1421
1179,1573436669199,4702760866724916,1006.1469999999999
1180,1573436669279,4702760946724916,1006.14355
1181,1573436669359,4702761026724916,1006.1572
1182,1573436669439,4702761106724916,1006.1489
1183,1573436669519,4702761186724916,1006.1416
1184,1573436669599,4702761266724916,1006.1455
1185,1573436669679,4702761346724916,1006.15576
1186,1573436669759,4702761426724916,1006.15234
1187,1573436669839,4702761506724916,1006.1455
1188,1573436669919,4702761586724916,1006.1582
1189,1573436669999,4702761666726479,1006.14844
1190,1573436670079,4702761746724916,1006.1460000000001
1191,1573436670159,4702761826726479,1006.1377
1192,1573436670239,4702761906724916,1006.1455
1193,1573436670319,4702761986724916,1006.145
1194,1573436670399,4702762066724916,1006.1421
1195,1573436670479,4702762146724916,1006.1592
1196,1573436670559,4702762226724916,1006.1455
1197,1573436670639,4702762306724916,1006.14453
1198,1573436670720,4702762386724916,1006.13574
1199,1573436670799,4702762466724916,1006.14844
1200,1573436670879,4702762546724916,1006.1504
1201,1573436670966,4702762626726479,1006.15576
1202,1573436671042,4702762706724916,1006.1621
1203,1573436671150,4702762786726479,1006.14844
1204,1573436671199,4702762866724916,1006.1411
1205,1573436671279,4702762946724916,1006.1338
1206,1573436671360,4702763026724916,1006.1338
1207,1573436671440,4702763106724916,1006.1416
1208,1573436671519,4702763186724916,1006.1406
1209,1573436671599,4702763266724916,1006.1518599999999
1210,1573436671680,4702763346724916,1006.1421
1211,1573436671759,4702763426724916,1006.145
1212,1573436671840,4702763506724916,1006.13135
1213,1573436671919,4702763586724916,1006.14355
1214,1573436671999,4702763666726479,1006.1367
1215,1573436672079,4702763746724916,1006.1460000000001
1216,1573436672159,4702763826724916,1006.1382
1217,1573436672239,4702763906724916,1006.1196
1218,1573436672319,4702763986724916,1006.13184
1219,1573436672399,4702764066724916,1006.1225599999999
1220,1573436672479,4702764146724916,1006.1387
1221,1573436672559,4702764226724916,1006.1455
1222,1573436672640,4702764306724916,1006.1518599999999
1223,1573436672719,4702764386724916,1006.1587
1224,1573436672799,4702764466724916,1006.1401400000001
1225,1573436672881,4702764546724916,1006.1333
1226,1573436672972,4702764626726479,1006.1323
1227,1573436673039,4702764706724916,1006.1304
1228,1573436673120,4702764786724916,1006.1338
1229,1573436673199,4702764866724916,1006.14795
1230,1573436673279,4702764946724916,1006.14795
1231,1573436673360,4702765026724916,1006.1362
1232,1573436673439,4702765106724916,1006.1406
1233,1573436673519,4702765186724916,1006.1323
1234,1573436673601,4702765266724916,1006.13135
1235,1573436673680,4702765346724916,1006.1406
1236,1573436673759,4702765426724916,1006.1592
1237,1573436673839,4702765506724916,1006.1582
1238,1573436673919,4702765586724916,1006.15576
1239,1573436673999,4702765666726479,1006.1465
1240,1573436674080,4702765746724916,1006.14844
1241,1573436674159,4702765826724916,1006.1455
1242,1573436674240,4702765906724916,1006.1518599999999
1243,1573436674319,4702765986724916,1006.1518599999999
1244,1573436674399,4702766066724916,1006.1469999999999
1245,1573436674479,4702766146724916,1006.1533
1246,1573436674559,4702766226724916,1006.1655
1247,1573436674639,4702766306724916,1006.1513699999999
1248,1573436674719,4702766386724916,1006.1469999999999
1249,1573436674799,4702766466724916,1006.14844
1250,1573436674880,4702766546724916,1006.1592
1251,1573436674972,4702766626726479,1006.16016
1252,1573436675039,4702766706724916,1006.1606400000001
1253,1573436675120,4702766786724916,1006.1611300000001
1254,1573436675200,4702766866724916,1006.1538
1255,1573436675280,4702766946724916,1006.1587
1256,1573436675360,4702767026724916,1006.1489
1257,1573436675439,4702767106724916,1006.15234
1258,1573436675519,4702767186724916,1006.1577
1259,1573436675600,4702767266724916,1006.1709
1260,1573436675680,4702767346724916,1006.1489
1261,1573436675759,4702767426724916,1006.14307
1262,1573436675839,4702767506724916,1006.13965
1263,1573436675919,4702767586724916,1006.1455
1264,1573436676002,4702767666724916,1006.145
1265,1573436676079,4702767746724916,1006.1465
1266,1573436676159,4702767826724916,1006.16797
1267,1573436676239,4702767906724916,1006.14795
1268,1573436676319,4702767986724916,1006.1323
1269,1573436676400,4702768066724916,1006.1401400000001
1270,1573436676479,4702768146724916,1006.1343
1271,1573436676560,4702768226724916,1006.1474599999999
1272,1573436676639,4702768306726479,1006.1494
1273,1573436676719,4702768386724916,1006.1528300000001
1274,1573436676831,4702768466726479,1006.14795
1275,1573436676879,4702768546724916,1006.1416
1276,1573436676977,4702768626726479,1006.1347699999999
1277,1573436677040,4702768706724916,1006.12695
1278,1573436677119,4702768786724916,1006.13086
1279,1573436677199,4702768866724916,1006.1401400000001
1280,1573436677279,4702768946724916,1006.16455
1281,1573436677359,4702769026724916,1006.1616
1282,1573436677439,4702769106724916,1006.1416
1283,1573436677519,4702769186724916,1006.1509
1284,1573436677599,4702769266724916,1006.1553
1285,1573436677680,4702769346724916,1006.1518599999999
1286,1573436677759,4702769426724916,1006.1460000000001
1287,1573436677840,4702769506724916,1006.16797
1288,1573436677919,4702769586724916,1006.1460000000001
1289,1573436677999,4702769666724916,1006.14404
1290,1573436678079,4702769746724916,1006.1362
1291,1573436678159,4702769826724916,1006.1323
1292,1573436678239,4702769906724916,1006.1382
1293,1573436678319,4702769986724916,1006.14355
1294,1573436678399,4702770066724916,1006.1655
1295,1573436678479,4702770146724916,1006.1582
1296,1573436678559,4702770226724916,1006.1401400000001
1297,1573436678639,4702770306724916,1006.1411
1298,1573436678719,4702770386724916,1006.1367
1299,1573436678799,4702770466724916,1006.1533
1300,1573436678879,4702770546724916,1006.14404
1301,1573436678969,4702770626726479,1006.1543
1302,1573436679039,4702770706724916,1006.1553
1303,1573436679120,4702770786724916,1006.1455
1304,1573436679199,4702770866724916,1006.1299
1305,1573436679280,4702770946724916,1006.1206
1306,1573436679359,4702771026724916,1006.14453
1307,1573436679439,4702771106724916,1006.1572
1308,1573436679519,4702771186724916,1006.1611300000001
1309,1573436679600,4702771266724916,1006.14355
1310,1573436679703,4702771346726479,1006.14307
1311,1573436679759,4702771426724916,1006.1548
1312,1573436679840,4702771506724916,1006.1553
1313,1573436679920,4702771586724916,1006.1582
1314,1573436679999,4702771666724916,1006.1675
1315,1573436680080,4702771746724916,1006.16943
1316,1573436680159,4702771826724916,1006.1513699999999
1317,1573436680239,4702771906724916,1006.1382
1318,1573436680320,4702771986724916,1006.14307
1319,1573436680399,4702772066724916,1006.1416
1320,1573436680479,4702772146724916,1006.1401400000001
1321,1573436680559,4702772226724916,1006.1548
1322,1573436680640,4702772306724916,1006.1513699999999
1323,1573436680719,4702772386724916,1006.14307
1324,1573436680799,4702772466724916,1006.1294
1325,1573436680881,4702772546724916,1006.13135
1326,1573436680991,4702772626724916,1006.1372
1327,1573436681039,4702772706724916,1006.1367
1328,1573436681119,4702772786724916,1006.13574
1329,1573436681199,4702772866724916,1006.13086
1330,1573436681280,4702772946724916,1006.1289
1331,1573436681359,4702773026724916,1006.1299
1332,1573436681439,4702773106724916,1006.1274400000001
1333,1573436681519,4702773186724916,1006.13184
1334,1573436681599,4702773266724916,1006.1347699999999
1335,1573436681679,4702773346724916,1006.14307
1336,1573436681760,4702773426724916,1006.14404
1337,1573436681839,4702773506724916,1006.1528300000001
1338,1573436681919,4702773586724916,1006.15576
1339,1573436681999,4702773666726479,1006.1606400000001
1340,1573436682079,4702773746724916,1006.16406
1341,1573436682159,4702773826724916,1006.1719
1342,1573436682239,4702773906724916,1006.1533
1343,1573436682319,4702773986724916,1006.1548
1344,1573436682399,4702774066724916,1006.1518599999999
1345,1573436682519,4702774146724916,1006.14844
1346,1573436682559,4702774226724916,1006.1387
1347,1573436682640,4702774306724916,1006.1382
1348,1573436682719,4702774386724916,1006.1411
1349,1573436682799,4702774466724916,1006.1513699999999
1350,1573436682879,4702774546724916,1006.1474599999999
1351,1573436682973,4702774626724916,1006.1338
1352,1573436683039,4702774706724916,1006.1347699999999
1353,1573436683119,4702774786724916,1006.13184
1354,1573436683201,4702774866724916,1006.1382
1355,1573436683279,4702774946724916,1006.1499
1356,1573436683359,4702775026726479,1006.1455
1357,1573436683439,4702775106724916,1006.1489
1358,1573436683519,4702775186724916,1006.1504
1359,1573436683599,4702775266724916,1006.1362
1360,1573436683680,4702775346724916,1006.1289
1361,1573436683759,4702775426724916,1006.1328
1362,1573436683839,4702775506724916,1006.1548
1363,1573436683920,4702775586724916,1006.1513699999999
1364,1573436684000,4702775666724916,1006.1631
1365,1573436684079,4702775746724916,1006.1499
1366,1573436684160,4702775826724916,1006.1426
1367,1573436684239,4702775906724916,1006.1465
1368,1573436684321,4702775986724916,1006.14795
1369,1573436684399,4702776066724916,1006.1455
1370,1573436684480,4702776146724916,1006.145
1371,1573436684560,4702776226724916,1006.1426
1372,1573436684639,4702776306724916,1006.14844
1373,1573436684719,4702776386724916,1006.14355
1374,1573436684799,4702776466724916,1006.1406
1375,1573436684880,4702776546724916,1006.1294
1376,1573436684984,4702776626724916,1006.1284
1377,1573436685039,4702776706724916,1006.1421
1378,1573436685120,4702776786724916,1006.1577
1379,1573436685199,4702776866724916,1006.1469999999999
1380,1573436685279,4702776946724916,1006.14355
1381,1573436685359,4702777026726479,1006.1406
1382,1573436685440,4702777106724916,1006.14453
1383,1573436685519,4702777186724916,1006.1543
1384,1573436685599,4702777266724916,1006.1469999999999
1385,1573436685679,4702777346724916,1006.14844
1386,1573436685759,4702777426724916,1006.14307
1387,1573436685839,4702777506724916,1006.1474599999999
1388,1573436685919,4702777586724916,1006.145
1389,1573436685999,4702777666724916,1006.1455
1390,1573436686079,4702777746724916,1006.1509
1391,1573436686159,4702777826724916,1006.1548
1392,1573436686239,4702777906724916,1006.15234
1393,1573436686320,4702777986724916,1006.1460000000001
1394,1573436686399,4702778066724916,1006.1367
1395,1573436686479,4702778146724916,1006.1372
1396,1573436686559,4702778226724916,1006.1465
1397,1573436686640,4702778306724916,1006.1460000000001
1398,1573436686719,4702778386724916,1006.1513699999999
1399,1573436686799,4702778466724916,1006.16846
1400,1573436686881,4702778546724916,1006.1548
1401,1573436686973,4702778626724916,1006.1469999999999
1402,1573436687039,4702778706724916,1006.1460000000001
1403,1573436687120,4702778786724916,1006.14355
1404,1573436687199,4702778866724916,1006.1587
1405,1573436687279,4702778946724916,1006.1719
1406,1573436687360,4702779026724916,1006.18945
1407,1573436687439,4702779106724916,1006.1787
1408,1573436687519,4702779186724916,1006.16846
1409,1573436687600,4702779266724916,1006.1494
1410,1573436687679,4702779346724916,1006.1548
1411,1573436687760,4702779426724916,1006.1616
1412,1573436687839,4702779506724916,1006.16455
1413,1573436687919,4702779586724916,1006.1616
1414,1573436687999,4702779666724916,1006.1636
1415,1573436688080,4702779746724916,1006.16943
1416,1573436688212,4702779826724916,1006.1513699999999
1417,1573436688240,4702779906726479,1006.1299
1418,1573436688319,4702779986724916,1006.1411
1419,1573436688399,4702780066724916,1006.16016
1420,1573436688480,4702780146724916,1006.16943
1421,1573436688559,4702780226724916,1006.1553
1422,1573436688639,4702780306724916,1006.1387
1423,1573436688720,4702780386724916,1006.14355
1424,1573436688799,4702780466724916,1006.1382
1425,1573436688880,4702780546724916,1006.1460000000001
1426,1573436688985,4702780626724916,1006.1489
1427,1573436689039,4702780706724916,1006.1499
1428,1573436689119,4702780786724916,1006.1528300000001
1429,1573436689199,4702780866724916,1006.1489
1430,1573436689279,4702780946724916,1006.1421
1431,1573436689360,4702781026724916,1006.1460000000001
1432,1573436689439,4702781106724916,1006.14453
1433,1573436689519,4702781186724916,1006.1621
1434,1573436689599,4702781266724916,1006.1606400000001
1435,1573436689679,4702781346724916,1006.1469999999999
1436,1573436689759,4702781426724916,1006.13965
1437,1573436689839,4702781506724916,1006.1504
1438,1573436689919,4702781586724916,1006.1616
1439,1573436689999,4702781666726479,1006.1636
1440,1573436690079,4702781746724916,1006.16943
1441,1573436690159,4702781826724916,1006.1592
1442,1573436690239,4702781906724916,1006.14307
1443,1573436690319,4702781986724916,1006.1494
1444,1573436690399,4702782066724916,1006.14844
1445,1573436690479,4702782146724916,1006.1387
1446,1573436690559,4702782226724916,1006.15576
1447,1573436690639,4702782306724916,1006.166
1448,1573436690719,4702782386724916,1006.1753
1449,1573436690799,4702782466724916,1006.1699
1450,1573436690879,4702782546724916,1006.14844
1451,1573436690978,4702782626724916,1006.1504
1452,1573436691040,4702782706724916,1006.1499
1453,1573436691120,4702782786724916,1006.1665
1454,1573436691200,4702782866724916,1006.1738
1455,1573436691279,4702782946724916,1006.16943
1456,1573436691359,4702783026724916,1006.1504
1457,1573436691439,4702783106724916,1006.1489
1458,1573436691519,4702783186724916,1006.1494
1459,1573436691600,4702783266724916,1006.145
1460,1573436691679,4702783346724916,1006.1704
1461,1573436691760,4702783426724916,1006.1669999999999
1462,1573436691839,4702783506724916,1006.16455
1463,1573436691919,4702783586724916,1006.1347699999999
1464,1573436692000,4702783666724916,1006.1465
1465,1573436692080,4702783746724916,1006.1499
1466,1573436692160,4702783826724916,1006.1592
1467,1573436692241,4702783906724916,1006.1577
1468,1573436692319,4702783986724916,1006.1528300000001
1469,1573436692400,4702784066724916,1006.15674
1470,1573436692480,4702784146724916,1006.16016
1471,1573436692559,4702784226724916,1006.1504
1472,1573436692640,4702784306724916,1006.1504
1473,1573436692719,4702784386724916,1006.16016
1474,1573436692799,4702784466724916,1006.16455
1475,1573436692880,4702784546724916,1006.16406
1476,1573436692987,4702784626724916,1006.1587
1477,1573436693039,4702784706724916,1006.1411
1478,1573436693119,4702784786724916,1006.145
1479,1573436693200,4702784866724916,1006.1411
1480,1573436693279,4702784946726479,1006.1421
1481,1573436693359,4702785026724916,1006.16455
1482,1573436693439,4702785106724916,1006.16406
1483,1573436693519,4702785186724916,1006.1596699999999
1484,1573436693599,4702785266724916,1006.1572
1485,1573436693679,4702785346724916,1006.14404
1486,1573436693760,4702785426724916,1006.1416
1487,1573436693872,4702785506726479,1006.15234
1488,1573436693919,4702785586724916,1006.1582
1489,1573436693999,4702785666726479,1006.1709
1490,1573436694080,4702785746724916,1006.1841
1491,1573436694159,4702785826724916,1006.166
1492,1573436694239,4702785906724916,1006.15576
1493,1573436694319,4702785986724916,1006.14307
1494,1573436694400,4702786066724916,1006.1401400000001
1495,1573436694479,4702786146724916,1006.1528300000001
1496,1573436694560,4702786226724916,1006.1474599999999
1497,1573436694639,4702786306724916,1006.15674
1498,1573436694719,4702786386724916,1006.145
1499,1573436694799,4702786466724916,1006.1323
1500,1573436694879,4702786546724916,1006.1304
1501,1573436694959,4702786626724916,1006.1382
1502,1573436695039,4702786706724916,1006.1406
1503,1573436695120,4702786786724916,1006.1416
1504,1573436695199,4702786866724916,1006.1494
1505,1573436695279,4702786946724916,1006.13916
1506,1573436695359,4702787026724916,1006.1367
1507,1573436695440,4702787106724916,1006.13574
1508,1573436695519,4702787186724916,1006.145
1509,1573436695601,4702787266724916,1006.1518599999999
1510,1573436695681,4702787346724916,1006.1489
1511,1573436695760,4702787426724916,1006.1474599999999
1512,1573436695839,4702787506724916,1006.1416
1513,1573436695919,4702787586724916,1006.1304
1514,1573436695999,4702787666724916,1006.1216
1515,1573436696079,4702787746724916,1006.1245
1516,1573436696160,4702787826724916,1006.1289
1517,1573436696239,4702787906724916,1006.1362
1518,1573436696320,4702787986724916,1006.1538
1519,1573436696399,4702788066724916,1006.14404
1520,1573436696479,4702788146724916,1006.1489
1521,1573436696559,4702788226724916,1006.1401400000001
1522,1573436696640,4702788306724916,1006.1577
1523,1573436696753,4702788386726479,1006.1875
1524,1573436696799,4702788466724916,1006.2178
1525,1573436696881,4702788546724916,1006.2329
1526,1573436696959,4702788626724916,1006.2178
1527,1573436697039,4702788706724916,1006.188
1528,1573436697123,4702788786724916,1006.1577
1529,1573436697199,4702788866724916,1006.1279
1530,1573436697279,4702788946724916,1006.1279
1531,1573436697359,4702789026724916,1006.125
1532,1573436697439,4702789106724916,1006.1504
1533,1573436697519,4702789186724916,1006.18066
1534,1573436697599,4702789266724916,1006.1958
1535,1573436697679,4702789346724916,1006.1655
1536,1573436697759,4702789426724916,1006.13574
1537,1573436697839,4702789506724916,1006.1206
1538,1573436697919,4702789586724916,1006.1206
1539,1573436697999,4702789666726479,1006.1118
1540,1573436698079,4702789746724916,1006.1245
1541,1573436698159,4702789826724916,1006.1172
1542,1573436698239,4702789906726479,1006.1255
1543,1573436698319,4702789986724916,1006.13086
1544,1573436698399,4702790066724916,1006.125
1545,1573436698480,4702790146724916,1006.1225599999999
1546,1573436698559,4702790226724916,1006.1338
1547,1573436698639,4702790306724916,1006.1333
1548,1573436698719,4702790386724916,1006.13135
1549,1573436698799,4702790466724916,1006.1011
1550,1573436698879,4702790546724916,1006.1089
1551,1573436698959,4702790626724916,1006.1201
1552,1573436699039,4702790706724916,1006.13965
1553,1573436699123,4702790786724916,1006.1669999999999
1554,1573436699199,4702790866724916,1006.1669999999999
1555,1573436699279,4702790946726479,1006.18115
1556,1573436699359,4702791026724916,1006.16016
1557,1573436699440,4702791106724916,1006.16797
1558,1573436699519,4702791186724916,1006.1621
1559,1573436699636,4702791266726479,1006.1616
1560,1573436699679,4702791346724916,1006.1631
1561,1573436699760,4702791426724916,1006.1543
1562,1573436699841,4702791506724916,1006.1489
1563,1573436699919,4702791586726479,1006.1460000000001
1564,1573436699999,4702791666724916,1006.1323
1565,1573436700079,4702791746724916,1006.13916
1566,1573436700160,4702791826724916,1006.1509
1567,1573436700239,4702791906726479,1006.14844
1568,1573436700319,4702791986726479,1006.16016
1569,1573436700399,4702792066724916,1006.1513699999999
1570,1573436700480,4702792146724916,1006.145
1571,1573436700559,4702792226724916,1006.14844
1572,1573436700640,4702792306724916,1006.1489
1573,1573436700719,4702792386724916,1006.1518599999999
1574,1573436700799,4702792466724916,1006.1577
1575,1573436700879,4702792546724916,1006.16016
1576,1573436700959,4702792626724916,1006.1631
1577,1573436701040,4702792706724916,1006.1367
1578,1573436701120,4702792786724916,1006.1279
1579,1573436701200,4702792866724916,1006.12646
1580,1573436701279,4702792946724916,1006.1406
1581,1573436701359,4702793026724916,1006.1606400000001
1582,1573436701440,4702793106724916,1006.16895
1583,1573436701520,4702793186724916,1006.16797
1584,1573436701599,4702793266724916,1006.1669999999999
1585,1573436701679,4702793346724916,1006.1606400000001
1586,1573436701759,4702793426724916,1006.1533
1587,1573436701839,4702793506724916,1006.1460000000001
1588,1573436701919,4702793586724916,1006.1518599999999
1589,1573436702000,4702793666724916,1006.1328
1590,1573436702079,4702793746724916,1006.13086
1591,1573436702159,4702793826724916,1006.1006
1592,1573436702240,4702793906724916,1006.0962
1593,1573436702319,4702793986724916,1006.0981400000001
1594,1573436702399,4702794066724916,1006.1074
1595,1573436702479,4702794146724916,1006.1196
1596,1573436702559,4702794226724916,1006.13965
1597,1573436702639,4702794306724916,1006.1382
1598,1573436702719,4702794386724916,1006.14355
1599,1573436702799,4702794466724916,1006.1138
1600,1573436702879,4702794546724916,1006.0864
1601,1573436702959,4702794626724916,1006.05664
1602,1573436703039,4702794706724916,1006.0527300000001
1603,1573436703119,4702794786724916,1006.07666
1604,1573436703199,4702794866726479,1006.08545
1605,1573436703279,4702794946724916,1006.0947
1606,1573436703359,4702795026724916,1006.1211
1607,1573436703439,4702795106724916,1006.13916
1608,1573436703520,4702795186724916,1006.1343
1609,1573436703599,4702795266724916,1006.13965
1610,1573436703680,4702795346724916,1006.1347699999999
1611,1573436703759,4702795426724916,1006.14795
1612,1573436703840,4702795506724916,1006.1372
1613,1573436703920,4702795586724916,1006.1474599999999
1614,1573436704003,4702795666726479,1006.14404
1615,1573436704079,4702795746724916,1006.145
1616,1573436704159,4702795826724916,1006.1465
1617,1573436704239,4702795906724916,1006.1411
1618,1573436704319,4702795986726479,1006.1533
1619,1573436704399,4702796066724916,1006.1592
1620,1573436704479,4702796146724916,1006.1611300000001
1621,1573436704559,4702796226724916,1006.1802
1622,1573436704639,4702796306724916,1006.1611300000001
1623,1573436704720,4702796386724916,1006.1553
1624,1573436704799,4702796466724916,1006.1513699999999
1625,1573436704880,4702796546724916,1006.1655
1626,1573436704960,4702796626724916,1006.17334
1627,1573436705040,4702796706724916,1006.1655
1628,1573436705119,4702796786724916,1006.1626
1629,1573436705200,4702796866726479,1006.1455
1630,1573436705319,4702796946726479,1006.1338
1631,1573436705359,4702797026724916,1006.1387
1632,1573436705439,4702797106724916,1006.1518599999999
1633,1573436705519,4702797186724916,1006.16406
1634,1573436705599,4702797266724916,1006.16455
1635,1573436705679,4702797346724916,1006.16943
1636,1573436705759,4702797426724916,1006.1616
1637,1573436705839,4702797506724916,1006.1411
1638,1573436705919,4702797586724916,1006.1387
1639,1573436705999,4702797666724916,1006.1504
1640,1573436706079,4702797746724916,1006.1616
1641,1573436706165,4702797826724916,1006.17334
1642,1573436706239,4702797906726479,1006.1758
1643,1573436706320,4702797986724916,1006.1582
1644,1573436706399,4702798066726479,1006.1460000000001
1645,1573436706479,4702798146724916,1006.14453
1646,1573436706559,4702798226724916,1006.1367
1647,1573436706639,4702798306726479,1006.14844
1648,1573436706719,4702798386724916,1006.15234
1649,1573436706799,4702798466724916,1006.14795
1650,1573436706880,4702798546724916,1006.14844
1651,1573436706959,4702798626724916,1006.1416
1652,1573436707039,4702798706724916,1006.13525
1653,1573436707119,4702798786724916,1006.13574
1654,1573436707200,4702798866724916,1006.1387
1655,1573436707279,4702798946724916,1006.1553
1656,1573436707359,4702799026724916,1006.1411
1657,1573436707439,4702799106724916,1006.13916
1658,1573436707520,4702799186724916,1006.1367
1659,1573436707599,4702799266724916,1006.1377
1660,1573436707679,4702799346724916,1006.1338
1661,1573436707759,4702799426724916,1006.13916
1662,1573436707840,4702799506724916,1006.13916
1663,1573436707919,4702799586724916,1006.1343
1664,1573436708000,4702799666726479,1006.1421
1665,1573436708079,4702799746724916,1006.14453
1666,1573436708160,4702799826724916,1006.1367
1667,1573436708239,4702799906724916,1006.1387
1668,1573436708319,4702799986726479,1006.1367
1669,1573436708399,4702800066724916,1006.14307
1670,1573436708479,4702800146724916,1006.1494
1671,1573436708559,4702800226724916,1006.1460000000001
1672,1573436708640,4702800306726479,1006.14453
1673,1573436708719,4702800386724916,1006.1421
1674,1573436708800,4702800466724916,1006.1299
1675,1573436708879,4702800546724916,1006.1201
1676,1573436708959,4702800626724916,1006.1274400000001
1677,1573436709039,4702800706724916,1006.1343
1678,1573436709121,4702800786724916,1006.1421
1679,1573436709203,4702800866724916,1006.1347699999999
1680,1573436709279,4702800946724916,1006.1382
1681,1573436709359,4702801026724916,1006.1299
1682,1573436709439,4702801106724916,1006.1367
1683,1573436709519,4702801186724916,1006.1499
1684,1573436709599,4702801266724916,1006.1621
1685,1573436709682,4702801346724916,1006.14795
1686,1573436709759,4702801426724916,1006.1548
1687,1573436709839,4702801506724916,1006.1665
1688,1573436709919,4702801586724916,1006.16797
1689,1573436709999,4702801666726479,1006.1738
1690,1573436710079,4702801746724916,1006.1596699999999
1691,1573436710160,4702801826724916,1006.16016
1692,1573436710256,4702801906726479,1006.16455
1693,1573436710319,4702801986724916,1006.1782
1694,1573436710399,4702802066724916,1006.1738
1695,1573436710479,4702802146724916,1006.2007
1696,1573436710559,4702802226724916,1006.19434
1697,1573436710640,4702802306724916,1006.1787
1698,1573436710719,4702802386724916,1006.1826
1699,1573436710801,4702802466724916,1006.1972699999999
1700,1573436710881,4702802546724916,1006.2251
1701,1573436710959,4702802626724916,1006.2173
1702,1573436711039,4702802706724916,1006.2461
1703,1573436711119,4702802786724916,1006.2339
1704,1573436711201,4702802866724916,1006.2202
1705,1573436711279,4702802946726479,1006.20215
1706,1573436711359,4702803026724916,1006.2275400000001
1707,1573436711439,4702803106724916,1006.23145
1708,1573436711519,4702803186724916,1006.2329
1709,1573436711599,4702803266724916,1006.2197
1710,1573436711679,4702803346724916,1006.2178
1711,1573436711759,4702803426724916,1006.23047
1712,1573436711839,4702803506724916,1006.2339
1713,1573436711919,4702803586724916,1006.23145
1714,1573436712009,4702803666726479,1006.2285
1715,1573436712079,4702803746724916,1006.22705
1716,1573436712159,4702803826724916,1006.23047
1717,1573436712239,4702803906724916,1006.2119
1718,1573436712319,4702803986724916,1006.1953
1719,1573436712399,4702804066724916,1006.2143599999999
